label,theorem,seed,path,cell,solved,requests,failed,hashes,legacy,corrected,input,cached,written,output,no_cache_fixed_trace,write_premium
historical_none,mathd_algebra_214,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_algebra_214__luna-none-medium__gpt-5.6-luna__seed0,mathd_algebra_214__luna-none-medium__gpt-5.6-luna__seed0,True,3,False,"{'cache.yaml': '5e9ebbea8139eae3b174d22b0c8ad91243a600ad639a434e56f28316dbb6410f', 'result.yaml': 'ac240f0741bfcd3674f28a2a14510b86b6a7b92716b98295520ca357219137fb'}",0.00205382,0.00229702,12694,7821,4864,769,0.0034615999999999996,0.0002432
historical_none,mathd_numbertheory_303,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_numbertheory_303__luna-none-medium__gpt-5.6-luna__seed0,mathd_numbertheory_303__luna-none-medium__gpt-5.6-luna__seed0,False,23,False,"{'cache.yaml': 'b85f7f9b7ea37ddd491d7234d07cf4ae62218a88c18ba5a47a5640ce366f4b2c', 'result.yaml': '87577865d9a85a4796eb68b2c95600528ed3c59e7fc29e2407415ad572f5f31a'}",0.036631239999999995,0.04050944,246605,168972,77564,14771,0.0670462,0.0038782
historical_none,imo_1969_p2,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/imo_1969_p2__luna-none-medium__gpt-5.6-luna__seed0,imo_1969_p2__luna-none-medium__gpt-5.6-luna__seed0,False,21,False,"{'cache.yaml': '8ddca5d197aaaab207cdcefa8335e443b246d293739f514fe2e5d7f2e5c6962e', 'result.yaml': '3efba4f367495e6350959232bde2285b39f5500409f2dd27ffe8658b4dbfd401'}",0.04147332,0.047511019999999994,293973,173156,120754,11539,0.0726414,0.0060377
historical_none,aime_1989_p8,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/aime_1989_p8__luna-none-medium__gpt-5.6-luna__seed0,aime_1989_p8__luna-none-medium__gpt-5.6-luna__seed0,True,1,False,"{'cache.yaml': 'fdbca9c4511abb444373c10d60eec3bdd5cd3118eea275c5467be9015b6434f4', 'result.yaml': '0c02bbf01b6d4810289fe6a43fddcd900b8e3ed0f01cc04333d0386129000006'}",0.00048434,0.00057274,4378,2607,1768,65,0.0009536,8.84e-05
historical_none,amc12a_2016_p3,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/amc12a_2016_p3__luna-none-medium__gpt-5.6-luna__seed0,amc12a_2016_p3__luna-none-medium__gpt-5.6-luna__seed0,True,4,False,"{'cache.yaml': '030411a54825fbdcfe8f2b9095533864200d292039af4a8e49e0fcb8ee3d11b2', 'result.yaml': '50c7519ac581032db8e0af8781ee9b6d181282297ac4a203cf48cca90952080d'}",0.00682014,0.00802029,39072,15057,24003,1430,0.0095304,0.0012001499999999999
historical_none,mathd_algebra_234,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_algebra_234__luna-none-medium__gpt-5.6-luna__seed0,mathd_algebra_234__luna-none-medium__gpt-5.6-luna__seed0,True,1,False,"{'cache.yaml': '19c33280edc0310f858d1b6ae1b6e59055acd9ca3a53bd8aad970ce3977fc7c2', 'result.yaml': '83a68b17176778477bfd475e7495ec3c0ba55e077fb6c6a8232462577164a750'}",0.00049274,0.00055054,3766,2607,1156,174,0.000962,5.7799999999999995e-05
historical_none,mathd_numbertheory_33,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_numbertheory_33__luna-none-medium__gpt-5.6-luna__seed0,mathd_numbertheory_33__luna-none-medium__gpt-5.6-luna__seed0,True,5,False,"{'cache.yaml': '24e0e1725889450f91ff07e09cd4219ea4e3972d473d4b0d75d81516d0c07e33', 'result.yaml': 'e221e5789e102b96c15fc996e60af42ef4380ef2fc2e6ca0b2f59249ab31514a'}",0.0026127,0.00279545,25065,21395,3655,1209,0.0064638,0.00018275
historical_none,imo_1981_p6,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/imo_1981_p6__luna-none-medium__gpt-5.6-luna__seed0,imo_1981_p6__luna-none-medium__gpt-5.6-luna__seed0,True,8,False,"{'cache.yaml': '7d3aa3b9f0e17b1c1c6cd4e5988fa8208f3da76c6611076456f67f6d95e75232', 'result.yaml': 'ed2f6939cafa432ddacb6dd0f5bae9c3ebbc8810562b570b5f1c4851371288ff'}",0.011709319999999999,0.01290072,64198,40346,23828,5110,0.018971599999999998,0.0011914
historical_none,aime_1991_p9,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/aime_1991_p9__luna-none-medium__gpt-5.6-luna__seed0,aime_1991_p9__luna-none-medium__gpt-5.6-luna__seed0,False,26,False,"{'cache.yaml': 'ee9e89fd8bdabe4005109920238ae1245e7d2e5b617aa15267530eb6c7819f41', 'result.yaml': '9bebe88127d0a5e8eea5d0a09d9443b4e948ac2e9547f2b0843901aca68e9d77'}",0.04211476,0.04823106,281462,159058,122326,12044,0.0707452,0.0061163
historical_none,amc12a_2019_p21,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/amc12a_2019_p21__luna-none-medium__gpt-5.6-luna__seed0,amc12a_2019_p21__luna-none-medium__gpt-5.6-luna__seed0,False,26,False,"{'cache.yaml': '2327719619c9eddd50f79016e20cc79043a6821bada4d8861d374415196b3934', 'result.yaml': '87952b9fe13d2d586e1899bbe07bec5c0d2676a37e05c0c5ff8e3830eb91fd78'}",0.03950654,0.04622969,414958,280417,134463,5825,0.0899816,0.00672315
historical_none,mathd_algebra_251,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_algebra_251__luna-none-medium__gpt-5.6-luna__seed0,mathd_algebra_251__luna-none-medium__gpt-5.6-luna__seed0,True,11,False,"{'cache.yaml': 'f67c04a9402cf95c8078e45c6349a8dc89f03dff728936a720e2701cee211b6b', 'result.yaml': '3e8534cf1db0051f3254dd2c693fe8c71ab835a13b4d31b102442df48d622876'}",0.00682706,0.007435059999999999,59416,47223,12160,2870,0.0153272,0.0006079999999999999
historical_none,mathd_numbertheory_37,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_numbertheory_37__luna-none-medium__gpt-5.6-luna__seed0,mathd_numbertheory_37__luna-none-medium__gpt-5.6-luna__seed0,False,23,False,"{'cache.yaml': '5369ff1247df42e31564873852cae50a521a83b0b3b1a6f5f268ad5f135896d6', 'result.yaml': '6852d94a117defee534b0657554bdcf75113b92a89c9d486c2a4316a7ac3d545'}",0.03252764,0.03803064,252901,142772,110060,6372,0.058226599999999996,0.005503
historical_none,imo_1984_p6,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/imo_1984_p6__luna-none-medium__gpt-5.6-luna__seed0,imo_1984_p6__luna-none-medium__gpt-5.6-luna__seed0,False,24,False,"{'cache.yaml': '76e693f87c7c161378bb10d158102543915903ecb01fe02abe2ad364eb008aec', 'result.yaml': '1b760cd6a15cd12407daa7f147658c919b79c3e21a9773baa44856dc8e3f63d4'}",0.03900012,0.04484107,329607,212716,116819,9473,0.077289,0.005840949999999999
historical_none,amc12a_2020_p21,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,False,22,False,"{'cache.yaml': 'b6d3c27953f35a07272e85f56e3775bcbc2eb8078163517c301c1160df683bde', 'result.yaml': '33624b213fdc9162952d44b397abaa1a35d3b306a5cb4ed1e8cf25b9d85e0dfa'}",0.041066139999999994,0.046369339999999995,247097,140967,106064,14184,0.06644019999999999,0.0053032
historical_none,mathd_algebra_282,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,False,30,False,"{'cache.yaml': '99cc5f2a8d77ce459179b1a80cbd47454b1a1ad12bf2bc7eb9372615a7f3e4f3', 'result.yaml': 'd662b6d3019c3f1853ea9d311f2d9ea69c77c02d724c042c23242cf07bdda57b'}",0.0312497,0.034351,619921,557805,62026,6392,0.13165459999999998,0.0031013
historical_none,mathd_numbertheory_405,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,False,13,False,"{'cache.yaml': 'a8e3df19e9ab447115bba71b855c529b113f9f430351eaa8199e0254b498f394', 'result.yaml': '80b1e7e314a0722bc94bf1ca3e23c68ec3d6688151c7c862eb884b25147ea528'}",0.03685584,0.04118429,149280,62672,86569,15234,0.048136799999999993,0.004328449999999999
historical_none,amc12b_2002_p3,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,False,20,False,"{'cache.yaml': '21ec94a2da8a2d1bcf746cb03a56d8dc1dc9e75bb2a710e45bd25fb4d8101691', 'result.yaml': 'ebfd7c00fa02e796641aff9a16517c22bcd27484bc753bfb77aadb1b2e1787e8'}",0.03719388,0.04135543,265455,182164,83231,14077,0.0699834,0.00416155
historical_none,mathd_algebra_327,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_algebra_327__luna-none-medium__gpt-5.6-luna__seed0,mathd_algebra_327__luna-none-medium__gpt-5.6-luna__seed0,True,3,False,"{'cache.yaml': 'a1b2eb064bc00d20811e7b0e059d0a74de7cc8b944256257706233d18bfb11c6', 'result.yaml': '865034cb99773277edc52b01fe6392fcf0c3ad1b6e1ed297eb54d1e10b58c358'}",0.00247056,0.0028567099999999997,19260,11528,7723,578,0.0045455999999999995,0.00038615
historical_none,mathd_numbertheory_43,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,False,20,False,"{'cache.yaml': 'b4995c63521999cf7f26a5610fb89e645cbf8359e4069c33742938e6820a4539', 'result.yaml': '0225caa92369eb6043c4b2ccf5d8f9a7da757b399ab7056aeaaabb9da850ff3a'}",0.018451679999999998,0.02021643,178689,143334,35295,7095,0.0442518,0.0017647499999999998
historical_none,amc12b_2003_p6,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/amc12b_2003_p6__luna-none-medium__gpt-5.6-luna__seed0,amc12b_2003_p6__luna-none-medium__gpt-5.6-luna__seed0,True,19,False,"{'cache.yaml': '34f420fd4bbabbe3bf75504b7241cf036ce09904f6072a2b7619e2e7b811fa05', 'result.yaml': '44a94f9a09237b4acdfdc57bb84ef379a955790a034d3c7061ba53d30ce77a57'}",0.02409354,0.027238039999999998,190854,127907,62890,7455,0.0471168,0.0031444999999999997
historical_none,mathd_algebra_393,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_algebra_393__luna-none-medium__gpt-5.6-luna__seed0,mathd_algebra_393__luna-none-medium__gpt-5.6-luna__seed0,True,7,False,"{'cache.yaml': '00647af7847db9cd7d327f12313e155efa9e72e6345fccff524ee9f78750051f', 'result.yaml': '7f4952a7d06e6204a31ccbc33bbe530203f3affbf6570e3e4b505c259f01c92b'}",0.0072076399999999995,0.00767504,42961,33592,9348,3885,0.013254199999999999,0.0004674
historical_none,mathd_numbertheory_461,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_numbertheory_461__luna-none-medium__gpt-5.6-luna__seed0,mathd_numbertheory_461__luna-none-medium__gpt-5.6-luna__seed0,True,1,False,"{'cache.yaml': 'efe29b45d14f7b3c1f117cc7e30e24d56822e06bc7302f33e7c27c483fec9992', 'result.yaml': '8daafc0ed9febb2620db6603666b1b4894d7d90b1cefbec01ca5b79a26a815b2'}",0.0004723399999999999,0.00053194,3802,2607,1192,151,0.0009415999999999999,5.96e-05
historical_none,amc12b_2020_p5,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/amc12b_2020_p5__luna-none-medium__gpt-5.6-luna__seed0,amc12b_2020_p5__luna-none-medium__gpt-5.6-luna__seed0,True,1,False,"{'cache.yaml': '21cd9e8b9c97450aceebaec6769c113a8840e6a530966b26848d4d21fb92c5bf', 'result.yaml': '3d58e607f9f9db64245c4793766d8c84959706add13501608e88dff0dbacaf93'}",0.00053394,0.00060414,4014,2607,1404,167,0.0010032,7.02e-05
historical_none,mathd_algebra_421,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_algebra_421__luna-none-medium__gpt-5.6-luna__seed0,mathd_algebra_421__luna-none-medium__gpt-5.6-luna__seed0,True,4,False,"{'cache.yaml': '485b75b3387d397e3659e395a1ea53ef2bdec05882e43e45c55b579c25212e61', 'result.yaml': '9b83d41fc56fd6aa94998f6034d3e9210113203ea0a1e8c3d95562424a55ebaa'}",0.00219164,0.00240934,17968,13602,4354,872,0.00464,0.0002177
historical_none,mathd_numbertheory_530,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_numbertheory_530__luna-none-medium__gpt-5.6-luna__seed0,mathd_numbertheory_530__luna-none-medium__gpt-5.6-luna__seed0,False,24,False,"{'cache.yaml': '238a4aac6fb2182e6ae31bdfc6271c30c8d82c5da5aaf42fb31eee6fb251f674', 'result.yaml': '5aaefbfe1c63cb1698bd9e5d88258c290d209fb0bce7a87fe375eed57053d3a4'}",0.04096698,0.04683063,325944,208599,117273,11105,0.0785148,0.00586365
historical_none,amc12_2000_p12,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/amc12_2000_p12__luna-none-medium__gpt-5.6-luna__seed0,amc12_2000_p12__luna-none-medium__gpt-5.6-luna__seed0,True,6,False,"{'cache.yaml': '8a5374aa5d04b16d149b7a82df9f1551277733802424453d26c1dbd5adbee31a', 'result.yaml': '35582e4cd5fffa582e1f47447ae77b6b77988ff24dddfb25b4ebe22ad2cf8043'}",0.00550832,0.0060902199999999995,32812,21156,11638,2295,0.009316399999999999,0.0005819
historical_none,mathd_algebra_433,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_algebra_433__luna-none-medium__gpt-5.6-luna__seed0,mathd_algebra_433__luna-none-medium__gpt-5.6-luna__seed0,True,6,False,"{'cache.yaml': 'a568c3d86999fac8e13c06934b7b9da6cb9d44c5e6eddfb097a786a876d9c803', 'result.yaml': '7f59f4978c023965777ca29ce951771938d7248d5c1033d5fcbed9aafbb1427e'}",0.003656,0.0042172,29242,18000,11224,873,0.006896,0.0005612
historical_none,mathd_numbertheory_64,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/mathd_numbertheory_64__luna-none-medium__gpt-5.6-luna__seed0,mathd_numbertheory_64__luna-none-medium__gpt-5.6-luna__seed0,True,9,False,"{'cache.yaml': '96d096f0173610c0d575df851d08297c93c91743d5fca6afb85f03227b3dd7f7', 'result.yaml': '51be38ac84d238128901f103319dab0bbdd99b3611c0a4214ab85e6eeddc26ab'}",0.00915588,0.009686479999999999,51423,40784,10612,5177,0.016496999999999998,0.0005306
historical_none,amc12_2001_p21,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/amc12_2001_p21__luna-none-medium__gpt-5.6-luna__seed0,amc12_2001_p21__luna-none-medium__gpt-5.6-luna__seed0,False,22,False,"{'cache.yaml': '49acf0521dbec092ce5b952db55832f7716db18f3220eebf020124b2da5793c0', 'result.yaml': 'cfa6edc2c93dab27e4cad2d7595789019402ffba8d3fe6ba9f73235a9dd7df65'}",0.0446155,0.050622349999999997,225368,105165,120137,15393,0.0635452,0.006006849999999999
historical_none,amc12a_2002_p6,0,experiments/output/ace_attribution_20260912/validation/luna-none/configs/amc12a_2002_p6__luna-none-medium__gpt-5.6-luna__seed0,amc12a_2002_p6__luna-none-medium__gpt-5.6-luna__seed0,True,1,False,"{'cache.yaml': '38fcb13be34fc7f2c29f5931821a6a830af903db5a8900062de1f363476143ac', 'result.yaml': '80fbdcda7b70f12426ab3cda76e82f89e2234e5d2c8caf273f524461c59111e4'}",0.00043074,0.0004907399999999999,3810,2607,1200,115,0.0009,5.9999999999999995e-05
historical_x3_seed0,imo_1960_p2,0,experiments/output/ace_polish_validation/configs/imo_1960_p2__reference-r64__gpt-5.6-luna__seed0,imo_1960_p2__reference-r64__gpt-5.6-luna__seed0,True,6,False,"{'cache.yaml': 'e4e00f9b2edd173b9ed9f478712a51170108bd6d7ef624903cf064e351dd98b9', 'result.yaml': '82c8c00ed177f0526e68310a47e3b0a70dea386aa9254d232ab76f850554ff02'}",0.00632444,0.00687404,47752,36742,10992,2823,0.012938,0.0005496
historical_x3_seed0,aime_1991_p6,0,experiments/output/ace_polish_validation/configs/aime_1991_p6__reference-r64__gpt-5.6-luna__seed0,aime_1991_p6__reference-r64__gpt-5.6-luna__seed0,False,13,False,"{'cache.yaml': 'f52f175135a358acbb9a4c21970f5f5f43f740b9c1c476d7c1f1986755dfe3eb', 'result.yaml': 'cfa1a48377dcb644b147d948ea2abee9300422090de358fece7d80cf989443dc'}",0.03469452,0.03720252,166875,116676,50160,18601,0.0556962,0.002508
historical_x3_seed0,amc12a_2008_p4,0,experiments/output/ace_polish_validation/configs/amc12a_2008_p4__reference-r64__gpt-5.6-luna__seed0,amc12a_2008_p4__reference-r64__gpt-5.6-luna__seed0,True,10,False,"{'cache.yaml': 'b9857fb923698f3d33a17500a19d0dcdd8e3b6565b58a05c89e48252bab56897', 'result.yaml': 'da8eb34f2e23cfd99ce67659b23aa82898e2c13536da450257d513c7a74afb44'}",0.0091323,0.01025705,85350,62825,22495,2809,0.0204408,0.0011247499999999999
historical_x3_seed0,induction_prod1p1onk3le3m1onn,0,experiments/output/ace_polish_validation/configs/induction_prod1p1onk3le3m1onn__reference-r64__gpt-5.6-luna__seed0,induction_prod1p1onk3le3m1onn__reference-r64__gpt-5.6-luna__seed0,True,17,False,"{'cache.yaml': 'f828d71b13b98a1c49ac85c1c0cb04f26204e72b746673f79b4dc11a473f96aa', 'result.yaml': 'c3bedd0d2d195349dde2c43ac9c69ddc7333a9e9367c846a00a6cf551104531f'}",0.04039864,0.04581754,237491,129062,108378,13443,0.0636298,0.0054189
historical_x3_seed0,algebra_others_exirrpowirrrat,0,experiments/output/ace_polish_validation/configs/algebra_others_exirrpowirrrat__reference-r64__gpt-5.6-luna__seed0,algebra_others_exirrpowirrrat__reference-r64__gpt-5.6-luna__seed0,False,32,False,"{'cache.yaml': '4f735c215a6d351f4f4c9f8b7f767addb0d51586d5cb0fe216f906179ad1427b', 'result.yaml': 'a72e7c3ddf65a650d5afd0fc6ed7a0e5b24d27a933d3aa867f77b3ca8b9f6994'}",0.03667356,0.040260159999999996,474066,402238,71732,11886,0.10907639999999999,0.0035865999999999997
historical_x3_seed0,mathd_algebra_190,0,experiments/output/ace_polish_validation/configs/mathd_algebra_190__reference-r64__gpt-5.6-luna__seed0,mathd_algebra_190__reference-r64__gpt-5.6-luna__seed0,True,1,False,"{'cache.yaml': '94afb43303fa22c9dc17dc1d4f5bb2f1a10a28135658b9c859cb5aa06417e96c', 'result.yaml': 'a8cf33be245a736c7ad638ab4b66c7d29645b8499fda23552150589d3d1594cc'}",0.00030785999999999997,0.00030785999999999997,5946,5943,0,157,0.0013775999999999999,0.0
historical_x3_seed0,mathd_numbertheory_284,0,experiments/output/ace_polish_validation/configs/mathd_numbertheory_284__reference-r64__gpt-5.6-luna__seed0,mathd_numbertheory_284__reference-r64__gpt-5.6-luna__seed0,True,1,False,"{'cache.yaml': 'a5e1be7cdaed60f5fab9dd5e6dccdfe27c76a0403a71c0fafabbd9ea1611900b', 'result.yaml': '2e3ca0ce93c8f4380cfe84ce0d467b47e7c93170205558ac97b63c62cbfd3fcb'}",0.00047744,0.00053769,5980,4772,1205,117,0.0013364,6.0249999999999994e-05
historical_x3_seed0,imo_1964_p2,0,experiments/output/ace_polish_validation/configs/imo_1964_p2__reference-r64__gpt-5.6-luna__seed0,imo_1964_p2__reference-r64__gpt-5.6-luna__seed0,True,7,False,"{'cache.yaml': 'ef9bf9d0339fa7780840d48b24c860125dc0e75292f8f288a92d326498493a9d', 'result.yaml': 'b1f9f5e87d9cce893a071a6a4f0043ae10068e6bf8be9548eddb39af1b920d8b'}",0.01376906,0.01495486,64240,40503,23716,6843,0.021059599999999998,0.0011858
historical_x3_seed0,aime_1984_p7,0,experiments/output/ace_polish_validation/configs/aime_1984_p7__reference-r64__gpt-5.6-luna__seed0,aime_1984_p7__reference-r64__gpt-5.6-luna__seed0,True,11,False,"{'cache.yaml': 'e38e836390a2c04b802c6d8ae00991b64827de2b162bf732b383a6f7836991c7', 'result.yaml': 'dd4cd3f39179957ab59bae2e679e42d3c4b22a411c206b7157b0734467d77066'}",0.02100072,0.021891869999999997,113952,96096,17823,12923,0.038298,0.00089115
historical_x3_seed0,amc12a_2013_p8,0,experiments/output/ace_polish_validation/configs/amc12a_2013_p8__reference-r64__gpt-5.6-luna__seed0,amc12a_2013_p8__reference-r64__gpt-5.6-luna__seed0,True,4,False,"{'cache.yaml': '823a76c0f07e89f9d687d18d08cda3130345bbc902f5960b086790d7e730e76e', 'result.yaml': '2fc719798365bc1c131cf8909ea4ce1ebef61b84f4ed3a43ded25c2f586dd05e'}",0.0056448,0.00593065,26559,20830,5717,3402,0.0093942,0.00028585
historical_x3_seed0,mathd_algebra_214,0,experiments/output/ace_polish_validation/configs/mathd_algebra_214__reference-r64__gpt-5.6-luna__seed0,mathd_algebra_214__reference-r64__gpt-5.6-luna__seed0,True,1,False,"{'cache.yaml': '867c10c3c78d419f778aa5d631d6d97072ae7bfa25dd0caeba64f544b92d0f80', 'result.yaml': '5bbd00c04caa6bf3790e697db521d49ccd86753252b3b9974482d4009b94334e'}",0.00059424,0.0006590899999999999,6072,4772,1297,199,0.0014532,6.484999999999999e-05
historical_x3_seed0,mathd_numbertheory_303,0,experiments/output/ace_polish_validation/configs/mathd_numbertheory_303__reference-r64__gpt-5.6-luna__seed0,mathd_numbertheory_303__reference-r64__gpt-5.6-luna__seed0,False,23,False,"{'cache.yaml': 'c57d54494fb9d8d3b02e1a674916e3a6f41423bd1c9ece18750de4f41b808d13', 'result.yaml': '24bfa1748898db4f06916912b38a316e2c099c93c0a59d0ffc335ccc2524c66f'}",0.04002686,0.04420786,364522,280833,83620,14727,0.0905768,0.004181
