receipt,cell,model,created_utc,input,cached,output,reasoning,provider_status,input_bound,charged,repriced,uncached_cost
944338f4fce94b24a02d053f303d385f,learning__review_control__review__batch2_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:22.471092+00:00,13877,0,252,140,completed,80711,0.0030778,0.0030778,0.0030778
8a9467c8e58544f3925e7b1dffbaaed9,learning__review_candidate__review__batch1_review1__seed0,gpt-5.6-luna,2026-09-17T09:49:22.484443+00:00,17512,0,503,381,completed,90623,0.004105999999999999,0.004105999999999999,0.004105999999999999
9030545f0a454fde9d9c0b19d2e874a8,learning__review_candidate__review__batch3_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:22.492906+00:00,9839,0,404,296,completed,67393,0.0024526,0.0024526,0.0024526
bf0cc08a43d140a59fb950beab4620fe,learning__review_candidate__review__batch2_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:22.506176+00:00,14066,0,291,168,completed,81741,0.0031624,0.0031624,0.0031624
e8fedd872de2444b86aae37516535c5e,learning__review_control__review__batch3_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:22.518448+00:00,9650,0,649,516,completed,66363,0.0027088,0.0027088,0.0027088
ba8fbf59b3fd496ca8abfd05f319053f,learning__review_control__review__batch1_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:22.531627+00:00,16695,0,135,40,completed,86154,0.0035009999999999998,0.0035009999999999998,0.0035009999999999998
26359dcf96e24553a185e95a8894ff03,learning__review_control__review__batch1_review1__seed0,gpt-5.6-luna,2026-09-17T09:49:22.557412+00:00,17323,0,246,132,completed,89593,0.0037597999999999998,0.0037597999999999998,0.0037597999999999998
b9fce6644b3342aeba0ac12f862dfba3,learning__review_control__review__batch5_review1__seed0,gpt-5.6-luna,2026-09-17T09:49:38.581715+00:00,13991,0,231,127,completed,80961,0.0030754,0.0030754,0.0030754
d2327fc1cdfc497e8d5195ee08a57d84,learning__review_control__review__batch6_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:38.610176+00:00,14782,0,233,132,completed,82696,0.0032359999999999997,0.0032359999999999997,0.0032359999999999997
fe918e7f0bd94aeeaf8a8f229433be7f,learning__review_candidate__review__batch5_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:38.624712+00:00,15361,0,274,183,completed,84920,0.0034009999999999995,0.0034009999999999995,0.0034009999999999995
4801f5adf53d4bcbb54535cc49b4058a,learning__review_candidate__review__batch5_review1__seed0,gpt-5.6-luna,2026-09-17T09:49:38.637708+00:00,14180,0,242,134,completed,81991,0.0031264,0.0031264,0.0031264
40330ddf8b7f485095d6b1ccead9688d,learning__review_control__review__batch5_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:38.644743+00:00,15172,0,216,114,completed,83890,0.0032936,0.0032936,0.0032936
5199ebf719ec4f77ae8aa28c56765fd3,learning__review_control__review__batch6_review1__seed0,gpt-5.6-luna,2026-09-17T09:49:38.660094+00:00,14336,0,195,88,completed,81349,0.0031011999999999997,0.0031011999999999997,0.0031011999999999997
d7bd5a3a98834863a63cc38573e3c1af,learning__review_candidate__review__batch6_review1__seed0,gpt-5.6-luna,2026-09-17T09:49:38.673357+00:00,14525,0,163,61,completed,82379,0.0031006000000000002,0.0031006000000000002,0.0031006000000000002
387a6cab45474a079950e4f99b741512,learning__review_candidate__review__batch6_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:38.699408+00:00,14971,0,212,108,completed,83726,0.0032486,0.0032486,0.0032486
558cb84926a94c4593a8116bc1dd749e,learning__review_control__review__batch7_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:49.532987+00:00,14094,0,229,123,completed,81152,0.0030935999999999997,0.0030935999999999997,0.0030935999999999997
28ae96221c374ac3a93b2f971a9ea084,learning__review_candidate__review__batch7_review0__seed0,gpt-5.6-luna,2026-09-17T09:49:49.562574+00:00,14283,0,300,221,completed,82182,0.0032166,0.0032166,0.0032166
8e360c96cb7b4c9f95ebaca5a853b2f8,learning__review_control__review__batch7_review2__seed0,gpt-5.6-luna,2026-09-17T09:49:49.573512+00:00,13818,0,467,382,completed,80105,0.0033239999999999997,0.0033239999999999997,0.0033239999999999997
842b9a1f1bad4d3f8d68a23139ce9e95,learning__review_control__review__batch6_review2__seed0,gpt-5.6-luna,2026-09-17T09:49:49.586774+00:00,18669,0,247,154,completed,91681,0.004030199999999999,0.004030199999999999,0.004030199999999999
8312f990a4c84ccdae5c5590bd31663f,learning__review_candidate__review__batch7_review2__seed0,gpt-5.6-luna,2026-09-17T09:49:49.593980+00:00,14007,0,385,295,completed,81135,0.0032633999999999996,0.0032633999999999996,0.0032633999999999996
6941ae131db74692a1fdcea2314d462b,learning__review_candidate__review__batch7_review1__seed0,gpt-5.6-luna,2026-09-17T09:49:49.619834+00:00,14843,0,313,232,completed,83777,0.0033442,0.0033442,0.0033442
94c2162e19984aa19bc366eb52257a2f,learning__review_control__review__batch7_review1__seed0,gpt-5.6-luna,2026-09-17T09:49:49.647148+00:00,14654,0,210,122,completed,82747,0.0031828,0.0031828,0.0031828
807f3407e9564862b07b8609afd897f1,learning__review_candidate__review__batch6_review2__seed0,gpt-5.6-luna,2026-09-17T09:49:49.676353+00:00,18858,0,307,215,completed,92711,0.00414,0.00414,0.00414
adff558021d44b98b07ca05564041fed,learning__review_candidate__review__batch8_review0__seed0,gpt-5.6-luna,2026-09-17T09:50:03.336304+00:00,13904,0,273,131,completed,81272,0.0031084,0.0031084,0.0031084
d3f50f10a3e44e1681eec96c283069e6,learning__review_candidate__review__batch9_review2__seed0,gpt-5.6-luna,2026-09-17T09:50:03.360530+00:00,13677,0,411,310,completed,80737,0.0032286,0.0032286,0.0032286
bd8c3dae428649aeaaffae17ed08e3fd,learning__review_candidate__review__batch9_review1__seed0,gpt-5.6-luna,2026-09-17T09:50:03.378517+00:00,14467,0,135,35,completed,82595,0.0030553999999999998,0.0030553999999999998,0.0030553999999999998
6aece31919a44ee1b69f7f20495e547b,learning__review_control__review__batch9_review0__seed0,gpt-5.6-luna,2026-09-17T09:50:03.396320+00:00,16828,0,323,221,completed,87801,0.0037532,0.0037532,0.0037532
a264e8a1203345769f342b8cb30d190a,learning__review_control__review__batch9_review1__seed0,gpt-5.6-luna,2026-09-17T09:50:03.416618+00:00,14278,0,143,42,completed,81565,0.0030272,0.0030272,0.0030272
8b6886608f1740269a47805bba2a204c,learning__review_control__review__batch8_review0__seed0,gpt-5.6-luna,2026-09-17T09:50:03.441800+00:00,13715,0,228,119,completed,80242,0.0030166,0.0030166,0.0030166
388e8bafcbce4181b3fa111f2775316e,learning__review_candidate__review__batch9_review0__seed0,gpt-5.6-luna,2026-09-17T09:50:03.456225+00:00,17017,0,345,237,completed,88831,0.0038174,0.0038174,0.0038174
94518f2c2a4c4e21a302e71315c024d0,learning__review_control__review__batch9_review2__seed0,gpt-5.6-luna,2026-09-17T09:50:03.494002+00:00,13488,0,346,246,completed,79707,0.0031128,0.0031128,0.0031128
31af7232a9d8437cb3d8c29c58e8c987,learning__review_control__review__negative_duplicate__seed0,gpt-5.6-luna,2026-09-17T09:50:17.738610+00:00,9628,0,156,65,completed,66298,0.0021127999999999997,0.0021127999999999997,0.0021127999999999997
e2fc917a47304c3a84f82f574013ce62,learning__review_control__review__negative_context__seed0,gpt-5.6-luna,2026-09-17T09:50:17.766020+00:00,9578,0,138,44,completed,66120,0.0020812,0.0020812,0.0020812
de2df807002e45439e04df348120f719,learning__review_control__review__negative_assertion__seed0,gpt-5.6-luna,2026-09-17T09:50:17.779139+00:00,8594,0,174,81,completed,63494,0.0019275999999999998,0.0019275999999999998,0.0019275999999999998
104ed734883a43259d2440f7492402b3,learning__review_control__review__negative_premise__seed0,gpt-5.6-luna,2026-09-17T09:50:17.793662+00:00,13057,0,285,181,completed,78681,0.0029533999999999997,0.0029533999999999997,0.0029533999999999997
f0e80468e259400391a7974e730ec5bb,learning__review_candidate__review__negative_duplicate__seed0,gpt-5.6-luna,2026-09-17T09:50:17.802946+00:00,9817,0,313,193,completed,67328,0.002339,0.002339,0.002339
f015b29cb3684f5db266255cfc67339b,learning__review_candidate__review__negative_assertion__seed0,gpt-5.6-luna,2026-09-17T09:50:17.812565+00:00,8783,0,163,56,completed,64524,0.0019521999999999999,0.0019521999999999999,0.0019521999999999999
820ea703f0aa4befa21828360165e966,learning__review_candidate__review__negative_context__seed0,gpt-5.6-luna,2026-09-17T09:50:17.826403+00:00,9767,0,143,61,completed,67150,0.002125,0.002125,0.002125
f78b17f1d6e7436787f0a3f210326aaf,learning__review_candidate__review__negative_premise__seed0,gpt-5.6-luna,2026-09-17T09:50:17.854033+00:00,13246,0,230,94,completed,79711,0.0029252,0.0029252,0.0029252
134d4c5f247545f6a935478e2f451371,learning__adapt__reflector__induction_pord1p1on2powklt5on2__seed0,gpt-5.6-luna,2026-09-17T09:54:47.473586+00:00,14578,0,180,126,completed,84745,0.0031316,0.0031316,0.0031316
7cd4e45c3c534832823f1d7cc7caec46,learning__adapt__reflector__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-17T09:54:47.493111+00:00,14407,0,227,173,completed,84562,0.0031537999999999996,0.0031537999999999996,0.0031537999999999996
35411dde804d40838c5ea74edf44741c,learning__adapt__reflector__aime_1984_p1__seed0,gpt-5.6-luna,2026-09-17T09:54:47.511095+00:00,13932,0,115,61,completed,83114,0.0029244,0.0029244,0.0029244
bdbb923446e64686a00473e7e9339575,learning__adapt__reflector__mathd_numbertheory_403__seed0,gpt-5.6-luna,2026-09-17T09:54:47.533257+00:00,12990,0,103,53,completed,80347,0.0027216000000000002,0.0027216000000000002,0.0027216000000000002
bf1cd0266b3f42c7a1754588389f3271,learning__adapt__reflector__aime_1984_p1__seed0,gpt-5.6-luna,2026-09-17T09:54:50.594192+00:00,14845,13929,136,114,completed,87506,0.0006249799999999999,0.0006249799999999999,0.0031322
15b9f9afbf9941f6ba1b2a6d348a4356,learning__adapt__reflector__induction_pord1p1on2powklt5on2__seed0,gpt-5.6-luna,2026-09-17T09:54:50.957327+00:00,15918,14575,282,127,completed,90294,0.0008985,0.0008985,0.003522
f6b285cb087c472b92349e6c6fa37ffe,learning__adapt__reflector__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-17T09:54:52.829813+00:00,23634,14404,275,161,completed,104644,0.00246408,0.00246408,0.0050568
b9ead42cb5364339802dc269c9462616,learning__adapt__reflector__aime_1984_p1__seed0,gpt-5.6-luna,2026-09-17T09:54:53.840168+00:00,35985,14842,505,384,completed,122133,0.005131439999999999,0.005131439999999999,0.007802999999999999
0ff0d203705a49599797f19e5189b2c5,learning__adapt__reflector__induction_pord1p1on2powklt5on2__seed0,gpt-5.6-luna,2026-09-17T09:54:55.114371+00:00,16386,0,251,108,completed,90375,0.0035784,0.0035784,0.0035784
d8954b1120ae4937b77d0dbe5657d1d9,learning__adapt__reflector__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-17T09:54:58.227360+00:00,25554,0,61,0,completed,107139,0.005183999999999999,0.005183999999999999,0.005183999999999999
88c178e7b6e64a8a955d35fa0f0e9c49,learning__adapt__reflector__induction_pord1p1on2powklt5on2__seed0,gpt-5.6-luna,2026-09-17T09:55:00.289261+00:00,16858,0,66,0,completed,91425,0.0034508,0.0034508,0.0034508
b35418b5ad214bf49eee3447465438a4,learning__adapt__reflector__aime_1984_p1__seed0,gpt-5.6-luna,2026-09-17T09:55:00.530585+00:00,56544,0,47,0,completed,150233,0.011365199999999999,0.011365199999999999,0.011365199999999999
663fc8332b0b4a0a91ea92a30fa01acd,learning__adapt__curator__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-17T09:55:09.714633+00:00,16456,0,108,76,completed,87737,0.0034208,0.0034208,0.0034208
00a88d498e754ac39a6ce42d32096465,learning__adapt__curator__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-17T09:55:14.017500+00:00,17025,16453,30,0,completed,91543,0.00047946,0.00047946,0.003441
12e58791a36f478f9b38283852628d96,learning__adapt__curator__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-17T09:55:18.355870+00:00,17428,0,291,255,completed,90943,0.0038347999999999998,0.0038347999999999998,0.0038347999999999998
d034fb6aae3f45b0b3cbd58bb786c2d3,learning__adapt__curator__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-17T09:55:26.589832+00:00,17789,0,143,0,completed,91475,0.0037294,0.0037294,0.0037294
3d813206d2804041be89b2c1d5d7c3c9,learning__adapt__curator__induction_pord1p1on2powklt5on2__seed0,gpt-5.6-luna,2026-09-17T09:55:41.245887+00:00,15014,0,270,235,completed,85090,0.0033268,0.0033268,0.0033268
3f0332073cea4da0bf60a506bcd65821,learning__adapt__curator__induction_pord1p1on2powklt5on2__seed0,gpt-5.6-luna,2026-09-17T09:55:49.494295+00:00,15820,15011,59,0,completed,89830,0.00053282,0.00053282,0.0032348
54a7f71681c045febd03c9147f7126bd,learning__adapt__curator__induction_pord1p1on2powklt5on2__seed0,gpt-5.6-luna,2026-09-17T09:55:52.747515+00:00,15843,0,112,52,completed,88277,0.0033029999999999995,0.0033029999999999995,0.0033029999999999995
e3dee68a889c4609a71bd8f5bec9a0ac,learning__adapt__curator__induction_pord1p1on2powklt5on2__seed0,gpt-5.6-luna,2026-09-17T09:55:56.380519+00:00,16152,0,426,163,completed,88866,0.0037416,0.0037416,0.0037416
707efc9034e6474d9cad219e2c1f9827,learning__adapt__curator__aime_1984_p1__seed0,gpt-5.6-luna,2026-09-17T09:56:22.778590+00:00,34894,0,100,66,completed,114500,0.0070988,0.0070988,0.0070988
75d0eafe9be44eacb9d4875c40961be4,learning__adapt__curator__aime_1984_p1__seed0,gpt-5.6-luna,2026-09-17T09:56:29.861519+00:00,55504,0,352,312,completed,145893,0.011523199999999999,0.011523199999999999,0.011523199999999999
583c691215f0483882455fad8f2c5e16,learning__adapt__curator__aime_1984_p1__seed0,gpt-5.6-luna,2026-09-17T09:56:37.377256+00:00,76141,0,289,85,completed,177624,0.015574999999999999,0.015574999999999999,0.015574999999999999
18b22fcd95d040df90caedfed116c7ce,learning__adapt__curator__aime_1984_p1__seed0,gpt-5.6-luna,2026-09-17T09:56:47.642541+00:00,76318,0,218,47,completed,178476,0.0155252,0.0155252,0.0155252
fe68db5cb197455cba1e0720b8ce1e49,learning__adapt__reducer__batch00__seed0,gpt-5.6-luna,2026-09-17T09:57:05.111844+00:00,28739,0,129,19,completed,90254,0.0059026,0.0059026,0.0059026
c30fba63c31346899f83b4c9f9fabe52,learning__adapt__reducer__batch00__seed0,gpt-5.6-luna,2026-09-17T09:57:08.682663+00:00,30301,28736,354,274,completed,97915,0.00131252,0.00131252,0.006485
56ae9dd80d5d4eaf872cfca219b1d845,learning__adapt__reducer__batch00__seed0,gpt-5.6-luna,2026-09-17T09:57:15.891438+00:00,30579,0,230,172,completed,97753,0.0063917999999999996,0.0063917999999999996,0.0063917999999999996
86a2ca962da74e6ead5b806e1b92bf38,learning__adapt__reducer__batch00__seed0,gpt-5.6-luna,2026-09-17T09:57:21.189122+00:00,30882,0,1180,766,completed,98448,0.007592399999999999,0.007592399999999999,0.007592399999999999
19307f5bdaa648cfa30af1a9f892c600,learning__adapt__reflector__mathd_numbertheory_326__seed0,gpt-5.6-luna,2026-09-17T09:57:50.317242+00:00,12979,0,117,57,completed,80295,0.0027362,0.0027362,0.0027362
ac7eec7c3238484aae1234b13f6265da,learning__adapt__reflector__mathd_algebra_43__seed0,gpt-5.6-luna,2026-09-17T09:57:50.350738+00:00,13044,0,102,80,completed,80423,0.0027312,0.0027312,0.0027312
8e7df7857d33496ea156b3251eff3d8e,learning__adapt__reflector__amc12a_2020_p13__seed0,gpt-5.6-luna,2026-09-17T09:57:50.371559+00:00,14616,0,79,25,completed,84579,0.003018,0.003018,0.003018
7ee28f5e5af6491a9d3799a27bd61086,learning__adapt__reflector__imo_1968_p5_1__seed0,gpt-5.6-luna,2026-09-17T09:57:50.396643+00:00,14848,0,204,150,completed,84812,0.0032143999999999996,0.0032143999999999996,0.0032143999999999996
a8fd69466d26416bbdc0298488aaa7f2,learning__adapt__reflector__mathd_algebra_43__seed0,gpt-5.6-luna,2026-09-17T09:57:54.455396+00:00,13387,13041,409,244,completed,83248,0.00082082,0.00082082,0.0031682
1bbcb770a32f474892c1d27ab6ddfbaf,learning__adapt__reflector__amc12a_2020_p13__seed0,gpt-5.6-luna,2026-09-17T09:58:02.627351+00:00,16345,14613,394,213,completed,90693,0.0011114599999999999,0.0011114599999999999,0.0037418
cbc35a8cba69448ca682f58221f5d46a,learning__adapt__reflector__imo_1968_p5_1__seed0,gpt-5.6-luna,2026-09-17T09:58:04.707596+00:00,16406,14845,339,317,completed,90616,0.0010159,0.0010159,0.003688
ae2f6c3e95064823b68fb1f51d6df23e,learning__adapt__reflector__mathd_algebra_43__seed0,gpt-5.6-luna,2026-09-17T09:58:06.308963+00:00,13764,0,68,0,completed,83602,0.0028343999999999995,0.0028343999999999995,0.0028343999999999995
12bdadc0ce024e35bb7a7eb4a6d2e9d5,learning__adapt__reflector__amc12a_2020_p13__seed0,gpt-5.6-luna,2026-09-17T09:58:07.766721+00:00,17341,0,49,0,completed,92561,0.0035269999999999998,0.0035269999999999998,0.0035269999999999998
476af2e68d564f90a1ef8a68a53270a5,learning__adapt__reflector__imo_1968_p5_1__seed0,gpt-5.6-luna,2026-09-17T09:58:10.200991+00:00,18293,16403,361,193,completed,97575,0.00113926,0.00113926,0.0040918
dd1a2cb9474e43efa3a4ff14dd31f369,learning__adapt__reflector__imo_1968_p5_1__seed0,gpt-5.6-luna,2026-09-17T09:58:15.448337+00:00,18805,0,57,0,completed,94489,0.0038294,0.0038294,0.0038294
8f998a3a03534cb4acf791e6f862a73a,learning__adapt__curator__mathd_algebra_43__seed0,gpt-5.6-luna,2026-09-17T09:58:24.689703+00:00,14148,0,130,34,completed,82966,0.0029855999999999997,0.0029855999999999997,0.0029855999999999997
741dd17f1e61447aab26926091d10615,learning__adapt__curator__mathd_algebra_43__seed0,gpt-5.6-luna,2026-09-17T09:58:29.333356+00:00,14848,0,274,75,completed,85628,0.0032984,0.0032984,0.0032984
e19ab71101094167912c2b01611765ec,learning__adapt__curator__imo_1968_p5_1__seed0,gpt-5.6-luna,2026-09-17T09:58:41.742059+00:00,14834,0,338,110,completed,85853,0.0033724,0.0033724,0.0033724
0459c6da21224778934e3cbf7d0f3201,learning__adapt__curator__imo_1968_p5_1__seed0,gpt-5.6-luna,2026-09-17T09:58:50.629618+00:00,17122,0,540,445,completed,91810,0.0040723999999999995,0.0040723999999999995,0.0040723999999999995
c6a5a75a2a414ece92de38330eb48640,learning__adapt__curator__imo_1968_p5_1__seed0,gpt-5.6-luna,2026-09-17T09:59:03.947160+00:00,17997,0,317,157,completed,94202,0.0039798,0.0039798,0.0039798
5a3e938fbcfa428d9c40b56b92f53c65,learning__adapt__curator__imo_1968_p5_1__seed0,gpt-5.6-luna,2026-09-17T09:59:13.355376+00:00,18131,0,251,117,completed,94912,0.0039274,0.0039274,0.0039274
25a63eb039b746b7a8a14cd9b075176d,learning__adapt__curator__amc12a_2020_p13__seed0,gpt-5.6-luna,2026-09-17T09:59:31.550100+00:00,14876,0,79,49,completed,84676,0.00307,0.00307,0.00307
e6228cff82bf4defa4b8d9cd02a0fac0,learning__adapt__curator__amc12a_2020_p13__seed0,gpt-5.6-luna,2026-09-17T09:59:35.236002+00:00,15448,14873,91,0,completed,88540,0.00052166,0.00052166,0.0031988
4e1e870f74cb425cadb5a38c426d8119,learning__adapt__curator__amc12a_2020_p13__seed0,gpt-5.6-luna,2026-09-17T09:59:38.470837+00:00,16203,0,179,41,completed,89250,0.0034553999999999995,0.0034553999999999995,0.0034553999999999995
9e3b3c52bb41497d8ef95590f7473730,learning__adapt__reducer__batch01__seed0,gpt-5.6-luna,2026-09-17T09:59:49.921251+00:00,7393,0,261,167,completed,58001,0.0017917999999999999,0.0017917999999999999,0.0017917999999999999
cba0a665a2b34bb9844d6d517889593e,learning__adapt__reducer__batch01__seed0,gpt-5.6-luna,2026-09-17T09:59:55.609052+00:00,9144,7390,469,376,completed,66700,0.0010614,0.0010614,0.0023916
f66f6a04bd5e47e8928327deff0f0e5c,learning__adapt__reducer__batch01__seed0,gpt-5.6-luna,2026-09-17T10:00:05.297443+00:00,9956,9141,676,292,completed,72107,0.00115702,0.00115702,0.0028024
41315192661446f580a5be06411b84ad,learning__adapt__reducer__batch01__seed0,gpt-5.6-luna,2026-09-17T10:00:16.184268+00:00,13231,0,385,296,completed,80715,0.0031082,0.0031082,0.0031082
9bb6f8575230485785ae0924ca1feacd,learning__adapt__reducer__batch01__seed0,gpt-5.6-luna,2026-09-17T10:00:24.447608+00:00,16215,0,178,101,completed,88472,0.0034565999999999998,0.0034565999999999998,0.0034565999999999998
5f820a3042e34e4db5cc3befc4169970,learning__adapt__reflector__mathd_numbertheory_458__seed0,gpt-5.6-luna,2026-09-17T10:00:35.563877+00:00,13113,0,130,72,completed,80649,0.0027785999999999996,0.0027785999999999996,0.0027785999999999996
f1ba6fce3e344db9afe6d51c9ac85b46,learning__adapt__reflector__mathd_numbertheory_301__seed0,gpt-5.6-luna,2026-09-17T10:00:35.588523+00:00,13059,0,61,39,completed,80488,0.002685,0.002685,0.002685
06aebb65d2c04fa9ae73e6dc4ce9566e,learning__adapt__reflector__amc12a_2003_p1__seed0,gpt-5.6-luna,2026-09-17T10:00:35.604579+00:00,13391,0,232,178,completed,81486,0.0029565999999999998,0.0029565999999999998,0.0029565999999999998
082a7f7f4c014cf7b692549339c1763d,learning__adapt__reflector__mathd_numbertheory_48__seed0,gpt-5.6-luna,2026-09-17T10:00:35.617840+00:00,13507,0,98,44,completed,81712,0.002819,0.002819,0.002819
