id,stage,cell,model,created,reserved,charged,status,usage
4e9bf0086a5d407e9fa67b9aa3617bb6,training,amc12b_2002_p11__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905468.2423713,0.0493684,0.00038406,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 50234, ""input_tokens"": 4164, ""input_tokens_details"": {""cache_write_tokens"": 168, ""cached_tokens"": 3993}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 225, ""output_tokens_details"": {""reasoning_tokens"": 117}, ""response_id"": ""resp_0b72f54ca8235dc1006aa087fc74ac87d282011ffc47da530d"", ""status"": ""completed"", ""total_tokens"": 4389}"
9ec78d039cde47e3a95b7481f7f713b3,training,mathd_algebra_224__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905468.3629394,0.0513832,0.00094906,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 60308, ""input_tokens"": 6713, ""input_tokens_details"": {""cache_write_tokens"": 1497, ""cached_tokens"": 5213}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 454, ""output_tokens_details"": {""reasoning_tokens"": 337}, ""response_id"": ""resp_0d8d92298c57f751006aa087fc8cb087d2afaf72b517f4c405"", ""status"": ""completed"", ""total_tokens"": 7167}"
448354a3cda54fce894aec9c7d320678,training,amc12b_2002_p11__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905469.0544574,0.051247,0.00053816,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 59627, ""input_tokens"": 6379, ""input_tokens_details"": {""cache_write_tokens"": 598, ""cached_tokens"": 5778}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 252, ""output_tokens_details"": {""reasoning_tokens"": 136}, ""response_id"": ""resp_07104b18c8395061006aa087fd35fc87d280a51c1067810c24"", ""status"": ""completed"", ""total_tokens"": 6631}"
c6ae88157c36407cbe7f0bf265fc5d97,training,mathd_algebra_224__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905469.983542,0.051361,0.00099986,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 60197, ""input_tokens"": 6679, ""input_tokens_details"": {""cache_write_tokens"": 1463, ""cached_tokens"": 5213}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 502, ""output_tokens_details"": {""reasoning_tokens"": 380}, ""response_id"": ""resp_024dbf1813159e8e006aa087fe203c87d2baa52a5f040991e7"", ""status"": ""completed"", ""total_tokens"": 7181}"
1f8128c820464cd18d540bc12391ecde,training,amc12b_2002_p11__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905471.8767684,0.0517696,0.0013574199999999998,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 62240, ""input_tokens"": 8366, ""input_tokens_details"": {""cache_write_tokens"": 4202, ""cached_tokens"": 4161}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 361, ""output_tokens_details"": {""reasoning_tokens"": 246}, ""response_id"": ""resp_0b72f54ca8235dc1006aa08800031c87d2b8782164a4731bcb"", ""status"": ""completed"", ""total_tokens"": 8727}"
44a585e4419d44f69d486879974c6675,training,mathd_algebra_224__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905474.1018505,0.0524624,0.0004698,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 65704, ""input_tokens"": 7398, ""input_tokens_details"": {""cache_write_tokens"": 685, ""cached_tokens"": 6710}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 165, ""output_tokens_details"": {""reasoning_tokens"": 20}, ""response_id"": ""resp_0d8d92298c57f751006aa08802762487d2b4f1f0a8fbcf89c2"", ""status"": ""completed"", ""total_tokens"": 7563}"
98576cf29bb04445a9eedccc093b01af,training,amc12b_2002_p11__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905474.4021375,0.052057599999999996,0.00048311999999999997,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 63680, ""input_tokens"": 7020, ""input_tokens_details"": {""cache_write_tokens"": 641, ""cached_tokens"": 6376}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 189, ""output_tokens_details"": {""reasoning_tokens"": 55}, ""response_id"": ""resp_07104b18c8395061006aa088028d9487d2821ddb256dc33713"", ""status"": ""completed"", ""total_tokens"": 7209}"
e34ddcdc7f7244908eca7b0a430f9369,training,amc12b_2002_p11__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905477.057717,0.0527104,0.0005532600000000001,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 66944, ""input_tokens"": 9189, ""input_tokens_details"": {""cache_write_tokens"": 823, ""cached_tokens"": 8363}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 184, ""output_tokens_details"": {""reasoning_tokens"": 80}, ""response_id"": ""resp_0b72f54ca8235dc1006aa08805360487d2ab93fa60f3caec21"", ""status"": ""completed"", ""total_tokens"": 9373}"
842bd263f54c43cfa706edd0c146ecde,training,amc12b_2002_p11__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905477.3942137,0.0527494,0.00041794,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 67139, ""input_tokens"": 7535, ""input_tokens_details"": {""cache_write_tokens"": 515, ""cached_tokens"": 7017}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 145, ""output_tokens_details"": {""reasoning_tokens"": 27}, ""response_id"": ""resp_07104b18c8395061006aa088058eb087d28b7cb04f087de95b"", ""status"": ""completed"", ""total_tokens"": 7680}"
07e0d0f3889846b6a99eb3fe5161e712,training,mathd_algebra_224__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905477.4797957,0.053295999999999996,0.0005303,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 69872, ""input_tokens"": 8203, ""input_tokens_details"": {""cache_write_tokens"": 805, ""cached_tokens"": 7395}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 184, ""output_tokens_details"": {""reasoning_tokens"": 154}, ""response_id"": ""resp_0d8d92298c57f751006aa08805a8f887d28530a7c395caa5f4"", ""status"": ""completed"", ""total_tokens"": 8387}"
a4a9a5b9b5da4884beb15ddb9d35964e,training,mathd_algebra_224__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905478.2941415,0.0524754,0.00032272,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 65769, ""input_tokens"": 7370, ""input_tokens_details"": {""cache_write_tokens"": 691, ""cached_tokens"": 6676}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 42, ""output_tokens_details"": {""reasoning_tokens"": 14}, ""response_id"": ""resp_024dbf1813159e8e006aa08806d33487d2862ee551f890fbb4"", ""status"": ""completed"", ""total_tokens"": 7412}"
7ff5377e12de414f9dae573e1a722ae2,training,amc12b_2002_p11__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905479.9191682,0.0536008,0.00078644,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 71396, ""input_tokens"": 8419, ""input_tokens_details"": {""cache_write_tokens"": 884, ""cached_tokens"": 7532}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 382, ""output_tokens_details"": {""reasoning_tokens"": 266}, ""response_id"": ""resp_07104b18c8395061006aa088085d7087d29ea1b02d0bb4be35"", ""status"": ""completed"", ""total_tokens"": 8801}"
e0bc0467c76148fbaf15b5672ae54e8e,training,mathd_algebra_224__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905480.7878501,0.053855,0.0015577999999999998,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 72667, ""input_tokens"": 8509, ""input_tokens_details"": {""cache_write_tokens"": 306, ""cached_tokens"": 8200}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1110, ""output_tokens_details"": {""reasoning_tokens"": 690}, ""response_id"": ""resp_0d8d92298c57f751006aa08808ef4087d2a0315505c90a7b22"", ""status"": ""completed"", ""total_tokens"": 9619}"
e2d2e9e31f85439ca8f7bf9265f7312f,training,amc12b_2002_p11__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905481.0026176,0.0534944,0.0006421199999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 70864, ""input_tokens"": 9864, ""input_tokens_details"": {""cache_write_tokens"": 675, ""cached_tokens"": 9186}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 269, ""output_tokens_details"": {""reasoning_tokens"": 244}, ""response_id"": ""resp_0b72f54ca8235dc1006aa08809255c87d28f3f2fb19cbbb0ff"", ""status"": ""completed"", ""total_tokens"": 10133}"
660faf6726ad4634ab2467578c1a47b4,training,mathd_algebra_224__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905481.2355697,0.052918,0.00023494,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 67982, ""input_tokens"": 7655, ""input_tokens_details"": {""cache_write_tokens"": 285, ""cached_tokens"": 7367}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 25, ""output_tokens_details"": {""reasoning_tokens"": 0}, ""response_id"": ""resp_024dbf1813159e8e006aa088095d5c87d29a91a7db2217e030"", ""status"": ""completed"", ""total_tokens"": 7680}"
7def981f0ae94338aba0426ab8a8c821,training,mathd_algebra_224__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905484.9848232,0.0530936,0.0005152399999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 68860, ""input_tokens"": 7963, ""input_tokens_details"": {""cache_write_tokens"": 308, ""cached_tokens"": 7652}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 250, ""output_tokens_details"": {""reasoning_tokens"": 138}, ""response_id"": ""resp_024dbf1813159e8e006aa0880d1d4487d29c2ab2af943b7b9b"", ""status"": ""completed"", ""total_tokens"": 8213}"
21a539c609d14d57bfdb324fea2f32fb,training,amc12b_2002_p11__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905485.1579163,0.054694999999999994,0.0006959199999999999,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 76867, ""input_tokens"": 9566, ""input_tokens_details"": {""cache_write_tokens"": 1147, ""cached_tokens"": 8416}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 248, ""output_tokens_details"": {""reasoning_tokens"": 129}, ""response_id"": ""resp_07104b18c8395061006aa0880d53ec87d2aa73952e7e6a0498"", ""status"": ""completed"", ""total_tokens"": 9814}"
67422ec7f5c64e29b61f7bbdca30c179,training,amc12b_2002_p11__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905488.8649821,0.0554654,0.00093786,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 80719, ""input_tokens"": 10164, ""input_tokens_details"": {""cache_write_tokens"": 598, ""cached_tokens"": 9563}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 522, ""output_tokens_details"": {""reasoning_tokens"": 171}, ""response_id"": ""resp_07104b18c8395061006aa08811044887d2a95b95510a42d5d0"", ""status"": ""completed"", ""total_tokens"": 10686}"
5918d7686fd8455b8cdc5495388f19f6,training,amc12b_2002_p11__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905489.456686,0.0545332,0.00088542,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 76058, ""input_tokens"": 10980, ""input_tokens_details"": {""cache_write_tokens"": 1116, ""cached_tokens"": 9861}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 387, ""output_tokens_details"": {""reasoning_tokens"": 273}, ""response_id"": ""resp_0b72f54ca8235dc1006aa088119e1c87d285c966ed37bbb465"", ""status"": ""completed"", ""total_tokens"": 11367}"
8a9784899102453a8ea850bfc84c5449,training,mathd_algebra_224__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905489.9369018,0.053898,0.002093,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 72882, ""input_tokens"": 8587, ""input_tokens_details"": {""cache_write_tokens"": 8584, ""cached_tokens"": 0}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 313, ""output_tokens_details"": {""reasoning_tokens"": 282}, ""response_id"": ""resp_024dbf1813159e8e006aa0881213e087d29534fefd588f40a8"", ""status"": ""completed"", ""total_tokens"": 8900}"
b0ed16b2af174ceeb0fec35cf5fb1e1c,training,mathd_algebra_224__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905492.611432,0.05264099999999999,0.0027107399999999997,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 66597, ""input_tokens"": 8640, ""input_tokens_details"": {""cache_write_tokens"": 6030, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1210, ""output_tokens_details"": {""reasoning_tokens"": 879}, ""response_id"": ""resp_06ede65409a856a3006aa0881623fc87d2a5f77d0ecff5dbd6"", ""status"": ""completed"", ""total_tokens"": 9850}"
deadbd5dc03643ce967ffc9b6fd07165,training,mathd_algebra_224__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905494.2863889,0.0545774,0.00116228,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 76279, ""input_tokens"": 9019, ""input_tokens_details"": {""cache_write_tokens"": 432, ""cached_tokens"": 8584}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 753, ""output_tokens_details"": {""reasoning_tokens"": 405}, ""response_id"": ""resp_024dbf1813159e8e006aa088166e0087d28bb6b74e3aeedf4d"", ""status"": ""completed"", ""total_tokens"": 9772}"
2e7bc7940be84493943433bf14c1a243,training,amc12b_2002_p11__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905494.4652638,0.055518399999999996,0.0015065399999999998,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 80984, ""input_tokens"": 11862, ""input_tokens_details"": {""cache_write_tokens"": 882, ""cached_tokens"": 10977}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 925, ""output_tokens_details"": {""reasoning_tokens"": 485}, ""response_id"": ""resp_0b72f54ca8235dc1006aa08816c0d487d2b080a26de06e92ef"", ""status"": ""completed"", ""total_tokens"": 12787}"
633670c4844644509a756915ee63786b,training,amc12b_2002_p11__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905498.299255,0.0533882,0.00225874,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 70333, ""input_tokens"": 10112, ""input_tokens_details"": {""cache_write_tokens"": 7502, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 588, ""output_tokens_details"": {""reasoning_tokens"": 555}, ""response_id"": ""resp_0d961b50ef18a257006aa0881a741887d2be2b8626e8eaf750"", ""status"": ""completed"", ""total_tokens"": 10700}"
edc266592abe482d94bc51efa5932757,training,mathd_algebra_224__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905503.9838495,0.0526798,0.00169114,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 66791, ""input_tokens"": 8786, ""input_tokens_details"": {""cache_write_tokens"": 6176, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 336, ""output_tokens_details"": {""reasoning_tokens"": 235}, ""response_id"": ""resp_0d95ab36684884ca006aa08820305487d2b735ce89e575d2d8"", ""status"": ""completed"", ""total_tokens"": 9122}"
88c436e525c74758bfc077d54a2c131c,training,amc12b_2002_p11__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905506.0382,0.054720399999999995,0.00040298,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 76994, ""input_tokens"": 10861, ""input_tokens_details"": {""cache_write_tokens"": 749, ""cached_tokens"": 10109}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 42, ""output_tokens_details"": {""reasoning_tokens"": 16}, ""response_id"": ""resp_0d961b50ef18a257006aa088226a6487d2a94e3079dbc5b815"", ""status"": ""completed"", ""total_tokens"": 10903}"
565ed84a1038455ca8713fe0e23c70fd,training,amc12b_2002_p11__money-off-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905508.3377798,0.0535608,0.00269434,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 71196, ""input_tokens"": 11594, ""input_tokens_details"": {""cache_write_tokens"": 8984, ""cached_tokens"": 2607}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 704, ""output_tokens_details"": {""reasoning_tokens"": 257}, ""response_id"": ""resp_03b0a82f0deeefd2006aa088248b7487d28c997ccaca151feb"", ""status"": ""completed"", ""total_tokens"": 12298}"
8d18396139b24637b605354fc9591f24,training,mathd_algebra_224__money-on-r64__gpt-5.6-luna__seed0,gpt-5.6-luna,1788905508.4316113,0.053561199999999996,0.00165966,settled,"{""http_timeout_seconds"": 600, ""input_bound"": 71198, ""input_tokens"": 9417, ""input_tokens_details"": {""cache_write_tokens"": 631, ""cached_tokens"": 8783}, ""model"": ""gpt-5.6-luna"", ""output_tokens"": 1131, ""output_tokens_details"": {""reasoning_tokens"": 771}, ""response_id"": ""resp_0d95ab36684884ca006aa088252a1087d29136bc55dd4b7678"", ""status"": ""completed"", ""total_tokens"": 10548}"
