campaign,stage,label,identity,strategy,policy,models,n,theorems,solves,coverage,cost,cost_per_solve,failed_cost,requests,auto_finished,missing_usage,max_cell_cost,input_cost,output_cost,large_context_requests
ace_adaptation_attribution-terra-20260912,train,step02_reflector_{theorem},dbc26d90758074ee1c081958d08976aa4052fe0ee1b8d7559c58b6f982788efd,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.015787000000000002,0.015787000000000002,0,1,0,0,0.015787000000000002,0.005911,0.009876000000000001,0
ace_adaptation_attribution-terra-20260912,train,step03_curator_{theorem},e8fc20647227e9f7cca34728ebc204983b31e1bf65bb305d9ac54b59df983540,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.004803999999999999,0.004803999999999999,0,1,0,0,0.004803999999999999,0.002776,0.002028,0
ace_adaptation_attribution-terra-20260912,train,step03_generator_{theorem},47cd491bc7db84ca0e1b6342034c0d8f6a744e18a6752f47c643010e73e2e037,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.0064052,0.0064052,0,1,0,0,0.0064052,0.0033212,0.003084,0
ace_adaptation_attribution-terra-20260912,train,step03_reflector_{theorem},4dcb770865330876e74edf3422cee6fb68cf1b7eeb88fbe02d06904a0a8cfb05,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.0073880000000000005,0.0073880000000000005,0,1,0,0,0.0073880000000000005,0.002036,0.005352,0
ace_adaptation_attribution-terra-20260912,train,step04_curator_{theorem},b7e413b761beae73f2c0825a92a5381f076c81ef857f32dc0f406a3a0c507c8d,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.012303,0.012303,0,1,0,0,0.012303,0.006291,0.006012,0
ace_adaptation_attribution-terra-20260912,train,step04_generator_{theorem},7c21c8c58e6e5a69ec234fde07a53d147f6617ea17a54f950b351082758143ac,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.0923531,0.0923531,0,7,1,0,0.0923531,0.0353411,0.057012,0
ace_adaptation_attribution-terra-20260912,train,step04_reducer_{theorem},591a1103ae17cbe32240d935d2bfffee98e258208bd3782a8659999682638081,aggregate_curation_deltas,aggregate_curation_deltas_policy,gpt-5.6-terra,1,1,1,1.0,0.011419,0.011419,0,1,0,0,0.011419,0.0032709999999999996,0.008148,0
ace_adaptation_attribution-terra-20260912,train,step04_reflector_{theorem},c33b25035a4203a53ad364f78b11e5a7e8b46890b37efbdd015e3d29bf0ff326,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.036082499999999997,0.036082499999999997,0,1,0,0,0.036082499999999997,0.023278499999999997,0.012804000000000001,0
ace_adaptation_attribution-terra-20260912,train,step05_curator_{theorem},14658cb3446551e2bc8424a6fa5012824ebb095e78a1ea70a64eb242eb0fbfaf,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.007488,0.007488,0,1,0,0,0.007488,0.0039959999999999996,0.003492,0
ace_adaptation_attribution-terra-20260912,train,step05_generator_{theorem},7c21c8c58e6e5a69ec234fde07a53d147f6617ea17a54f950b351082758143ac,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.0170911,0.0170911,0,5,1,0,0.0170911,0.008799099999999999,0.008292,0
ace_adaptation_attribution-terra-20260912,train,step05_reflector_{theorem},8af15d45a05c9b03fc8cd82248b74fa44cd3c3bd81fcf2a0ecc5453d209e9e6c,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.013236999999999999,0.013236999999999999,0,1,0,0,0.013236999999999999,0.004561,0.008676,0
ace_adaptation_attribution-terra-20260912,train,step06_curator_{theorem},27914863e478dbab5a0c13d76d0f034f6ba501546881527865f2c487665a45ba,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.005525,0.005525,0,1,0,0,0.005525,0.003521,0.002004,0
ace_adaptation_attribution-terra-20260912,train,step06_generator_{theorem},7c21c8c58e6e5a69ec234fde07a53d147f6617ea17a54f950b351082758143ac,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.013003,0.013003,0,1,1,0,0.013003,0.010471000000000001,0.002532,0
ace_adaptation_attribution-terra-20260912,train,step06_reflector_{theorem},d5c710a3327618633e9b8c239ffcc51e1c3807253b5d1f5447d5f96a5f016840,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.0116935,0.0116935,0,1,0,0,0.0116935,0.0038935,0.0078000000000000005,0
ace_adaptation_attribution-terra-20260912,train,step07_curator_{theorem},835e071f351b7c31d5c432d14834b5da9323aefb32421155829ad7bc143d7235,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.012106,0.012106,0,1,0,0,0.012106,0.005626,0.0064800000000000005,0
ace_adaptation_attribution-terra-20260912,train,step07_generator_{theorem},7c21c8c58e6e5a69ec234fde07a53d147f6617ea17a54f950b351082758143ac,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.09186829999999999,0.09186829999999999,0,10,0,0,0.09186829999999999,0.0386963,0.053172000000000004,0
ace_adaptation_attribution-terra-20260912,train,step07_reflector_{theorem},af9d896f5a00d7984ee19a77385278c12b37e0d4c74f4774f4d82260f6ef6383,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.038108,0.038108,0,1,0,0,0.038108,0.020635999999999998,0.017472,0
ace_adaptation_attribution-terra-20260912,train,step08_curator_{theorem},a9b48341329bbbf15c200c4ec1ffed41be33c5c74d95b38680030b5f2f73c100,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.006933999999999999,0.006933999999999999,0,1,0,0,0.006933999999999999,0.004186,0.002748,0
ace_adaptation_attribution-terra-20260912,train,step08_generator_{theorem},413967b0dfb7d84f537098cde53a6fd7ce9af22dc67a8a9ba1be36cde6879924,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.0045518,0.0045518,0,1,0,0,0.0045518,0.0033398,0.001212,0
ace_adaptation_attribution-terra-20260912,train,step08_reducer_{theorem},ff600c9978841a9977771bffa46be730fa613cd4f1d8ad4bd13cdeae3fe8f219,aggregate_curation_deltas,aggregate_curation_deltas_policy,gpt-5.6-terra,1,1,1,1.0,0.0111775,0.0111775,0,1,0,0,0.0111775,0.0037735,0.007404,0
ace_adaptation_attribution-terra-20260912,train,step08_reflector_{theorem},7c020871bbc5e034558b13ed931cc10a9bc27a34673099f0065cd3b9a9f7c8f2,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.00911,0.00911,0,1,0,0,0.00911,0.0036859999999999996,0.005424,0
ace_adaptation_attribution-terra-20260912,train,step09_curator_{theorem},ac3dfda620ab3b6bdb7c62ecf043bc5eb62dc85a482fde1eee68529fa97aca96,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.007202,0.007202,0,1,0,0,0.007202,0.004526,0.002676,0
ace_adaptation_attribution-terra-20260912,train,step09_generator_{theorem},413967b0dfb7d84f537098cde53a6fd7ce9af22dc67a8a9ba1be36cde6879924,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.0111693,0.0111693,0,3,1,0,0.0111693,0.0069453,0.004224,0
ace_adaptation_attribution-terra-20260912,train,step09_reflector_{theorem},3893ef40a6f729b283468a46f5f55722f6b02a071a16f12c182add62c52ce48d,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.014210500000000001,0.014210500000000001,0,1,0,0,0.014210500000000001,0.0051385,0.009072,0
ace_adaptation_attribution-terra-20260912,train,step10_curator_{theorem},8405858a8d43485ce2ae8a666af79eb51ef7361dc22c0873d6e5b50b4b07bcd8,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.012274,0.012274,0,1,0,0,0.012274,0.006886,0.005388,0
ace_adaptation_attribution-terra-20260912,train,step10_generator_{theorem},413967b0dfb7d84f537098cde53a6fd7ce9af22dc67a8a9ba1be36cde6879924,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.1853774,0.1853774,0,17,0,0,0.1853774,0.0848414,0.100536,0
ace_adaptation_attribution-terra-20260912,train,step10_reflector_{theorem},d2787d5db96e4ffca77f269461de4ea885691ae828544bd95f3eaaa16ff4499e,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.060191499999999995,0.060191499999999995,0,1,0,0,0.060191499999999995,0.039023499999999996,0.021168,0
ace_adaptation_attribution-terra-20260912,train,step11_curator_{theorem},6998720a3922a90e5d916d92d2bef784babcb3345556a82925afa56f1e3ba78b,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.010614499999999999,0.010614499999999999,0,1,0,0,0.010614499999999999,0.0060184999999999995,0.004596,0
ace_adaptation_attribution-terra-20260912,train,step11_generator_{theorem},413967b0dfb7d84f537098cde53a6fd7ce9af22dc67a8a9ba1be36cde6879924,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.080026,0.080026,0,10,0,0,0.080026,0.037246,0.04278,0
ace_adaptation_attribution-terra-20260912,train,step11_reflector_{theorem},bbc27bb5f96990b80a3a748670128aa215c102fa672640189656e056e142c291,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.030393,0.030393,0,1,0,0,0.030393,0.015981,0.014412000000000001,0
ace_adaptation_attribution-terra-20260912,train,step12_curator_{theorem},4f9355d3dfb836a950df483cd796642bef2ab6245914185ac5872c6f85fbfd7a,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.005472,0.005472,0,1,0,0,0.005472,0.004536,0.000936,0
ace_adaptation_attribution-terra-20260912,train,step12_generator_{theorem},f956408ae0d39670aaf159bd0edbedf3ba348c64014566359306b09b134b5247,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.0051894,0.0051894,0,1,0,0,0.0051894,0.0038694000000000003,0.00132,0
ace_adaptation_attribution-terra-20260912,train,step12_reducer_{theorem},2adb9640e049fe7a7089404c2b12a353288a8e8744476b002bf7ffb5d3ae6816,aggregate_curation_deltas,aggregate_curation_deltas_policy,gpt-5.6-terra,1,1,1,1.0,0.0102165,0.0102165,0,1,0,0,0.0102165,0.0037484999999999997,0.006468,0
ace_adaptation_attribution-terra-20260912,train,step12_reflector_{theorem},64f0b3b7af98103b22706c546d293a8a8874a965aa166702fd5102221c22f7bf,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.011566,0.011566,0,1,0,0,0.011566,0.0044859999999999995,0.00708,0
ace_adaptation_attribution-terra-20260912,train,step13_curator_{theorem},712205b6800764db55f5fa990728aab6fba0dcfcb63066f9d14d40ccb80385ea,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.007036499999999999,0.007036499999999999,0,1,0,0,0.007036499999999999,0.0048284999999999995,0.002208,0
ace_adaptation_attribution-terra-20260912,train,step13_generator_{theorem},f956408ae0d39670aaf159bd0edbedf3ba348c64014566359306b09b134b5247,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.013308,0.013308,0,1,0,0,0.013308,0.011076,0.002232,0
ace_adaptation_attribution-terra-20260912,train,step13_reflector_{theorem},a1deb02c8e428974cb393032c3c8a58dabb2d107f38c9a5c259d810adab10565,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.01092,0.01092,0,1,0,0,0.01092,0.004776,0.006144,0
ace_adaptation_attribution-terra-20260912,train,step14_curator_{theorem},ea47d96e711cc799b254af8a36b96fcb81591f22985026711d58a3e149803403,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.01094,0.01094,0,1,0,0,0.01094,0.006116,0.004824,0
ace_adaptation_attribution-terra-20260912,train,step14_generator_{theorem},f956408ae0d39670aaf159bd0edbedf3ba348c64014566359306b09b134b5247,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,0,0.0,0.9021847999999999,,0.9021847999999999,32,0,0,0.9021847999999999,0.38049679999999997,0.5216879999999999,0
ace_adaptation_attribution-terra-20260912,train,step14_reflector_{theorem},0acaef1c2d64133dc410ba183cca3722feb5bd78a1af0adacf67d9a437b93dcf,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.1113585,0.1113585,0,1,0,0,0.1113585,0.0830385,0.02832,0
ace_adaptation_attribution-terra-20260912,train,step15_curator_{theorem},5de4e351d08ac224a7731b65d9ddfd72b6bb96a7bfe7dd9b5e5700e69b2ecf5d,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.006878499999999999,0.006878499999999999,0,1,0,0,0.006878499999999999,0.0050785,0.0018,0
ace_adaptation_attribution-terra-20260912,train,step15_generator_{theorem},f956408ae0d39670aaf159bd0edbedf3ba348c64014566359306b09b134b5247,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.0073854,0.0073854,0,1,1,0,0.0073854,0.0041694,0.003216,0
ace_adaptation_attribution-terra-20260912,train,step15_reflector_{theorem},0b6046465d52fd4ac463e4cdba12431c3899ccf77b32ee2e7c01127f63cd043c,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.0150365,0.0150365,0,1,0,0,0.0150365,0.0056285,0.009408,0
ace_adaptation_attribution-terra-20260912,train,step16_curator_{theorem},d0623ceb06ccfcbc73454c1791b99ef9f1b1670e8d68345d60a853bc1a689b14,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.006463,0.006463,0,1,0,0,0.006463,0.0051909999999999994,0.0012720000000000001,0
ace_adaptation_attribution-terra-20260912,train,step16_generator_{theorem},8e272afa4c355de2718926b8024f432cdb3684e5d09874f5dafcbb03d6af175e,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.0055194,0.0055194,0,1,0,0,0.0055194,0.0036233999999999997,0.0018960000000000001,0
ace_adaptation_attribution-terra-20260912,train,step16_reducer_{theorem},1c3e89eac905150ff8589ac83da75971cdcc9a3e7b5fb57b7f78ffb473d25706,aggregate_curation_deltas,aggregate_curation_deltas_policy,gpt-5.6-terra,1,1,1,1.0,0.014843499999999999,0.014843499999999999,0,1,0,0,0.014843499999999999,0.0050035,0.00984,0
ace_adaptation_attribution-terra-20260912,train,step16_reflector_{theorem},22d4e3d5644650a2eeab4ca88f1af3672e0a5d6daca6fa562992d0b6d8f875ad,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.011016999999999999,0.011016999999999999,0,1,0,0,0.011016999999999999,0.004861,0.006156,0
ace_adaptation_attribution-terra-20260912,train,step17_curator_{theorem},b0a17991e910f228c536365393f8acbc1d5a342370df0c2d075f8788314ff9ae,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.014180000000000002,0.014180000000000002,0,1,0,0,0.014180000000000002,0.008996,0.005184,0
ace_adaptation_attribution-terra-20260912,train,step17_generator_{theorem},8e272afa4c355de2718926b8024f432cdb3684e5d09874f5dafcbb03d6af175e,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.287764,0.287764,0,16,0,0,0.287764,0.10181200000000001,0.18595199999999998,0
ace_adaptation_attribution-terra-20260912,train,step17_reflector_{theorem},28fd811034ac2f67382ed50c3862859fc49cfaae5673bffbb31b775b5dd0580d,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.076946,0.076946,0,1,0,0,0.076946,0.055406,0.02154,0
ace_adaptation_attribution-terra-20260912,train,step18_curator_{theorem},15053284df6b75b62bf9e253fcbcddf5398fc2374209b42b6b465332f910f5fa,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.0136595,0.0136595,0,1,0,0,0.0136595,0.0071435,0.006516,0
ace_adaptation_attribution-terra-20260912,train,step18_generator_{theorem},8e272afa4c355de2718926b8024f432cdb3684e5d09874f5dafcbb03d6af175e,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.07127529999999999,0.07127529999999999,0,5,0,0,0.07127529999999999,0.0204073,0.050868000000000003,0
ace_adaptation_attribution-terra-20260912,train,step18_reflector_{theorem},ace5befd1b093fd66f7cda39385918613698633eae421626944619e6d255ed77,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.0302265,0.0302265,0,1,0,0,0.0302265,0.011518500000000001,0.018708,0
ace_adaptation_attribution-terra-20260912,train,step19_curator_{theorem},37a54e44585a4dfd3ac7fa694ac7822b3674906cc188140b7492673723bdd6bd,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.013521,0.013521,0,1,0,0,0.013521,0.007101,0.00642,0
ace_adaptation_attribution-terra-20260912,train,step19_generator_{theorem},8e272afa4c355de2718926b8024f432cdb3684e5d09874f5dafcbb03d6af175e,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.2682307,0.2682307,0,13,0,0,0.2682307,0.1455307,0.12270000000000002,0
ace_adaptation_attribution-terra-20260912,train,step19_reflector_{theorem},bc8e7b8e1bf47f0d7e9a614ab7e191da1a1d2831c8e135c2f292d2a89c007971,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.10574900000000001,0.10574900000000001,0,1,0,0,0.10574900000000001,0.090881,0.014868000000000001,0
ace_adaptation_attribution-terra-20260912,train,step20_curator_{theorem},a6178900ab796b830060da72a007d91f93c74489c786ee95e43f858830ebc8e2,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.017372000000000002,0.017372000000000002,0,1,0,0,0.017372000000000002,0.011036,0.0063360000000000005,0
ace_adaptation_attribution-terra-20260912,train,step20_generator_{theorem},3fb2a4e1284afc4de7048d76449e7ec168e2e26cb618d5677af31b24e4acaffd,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.47328519999999996,0.47328519999999996,0,17,0,0,0.47328519999999996,0.1899652,0.28332,0
ace_adaptation_attribution-terra-20260912,train,step20_reducer_{theorem},1d57cb0ad5459e0d0c077c41c5545be0436f2d7ef05aef79b96a21af2a1c878b,aggregate_curation_deltas,aggregate_curation_deltas_policy,gpt-5.6-terra,1,1,1,1.0,0.0177565,0.0177565,0,1,0,0,0.0177565,0.0062485,0.011508000000000001,0
ace_adaptation_attribution-terra-20260912,train,step20_reflector_{theorem},67c9be4ed79eab6dcb9fb2860195bb72f9411360d79a736531afe31dab382cf7,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.1050405,0.1050405,0,1,0,0,0.1050405,0.0840885,0.020952000000000002,0
ace_adaptation_attribution-terra-20260912,train,step21_curator_{theorem},cf8b67bf22d2ec657236cc99969bcd0445add4a97d9b01a0e4632a566e36e917,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.0159275,0.0159275,0,1,0,0,0.0159275,0.0099635,0.0059640000000000006,0
ace_adaptation_attribution-terra-20260912,train,step21_generator_{theorem},3fb2a4e1284afc4de7048d76449e7ec168e2e26cb618d5677af31b24e4acaffd,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.2550407,0.2550407,0,14,0,0,0.2550407,0.10094870000000002,0.154092,0
ace_adaptation_attribution-terra-20260912,train,step21_reflector_{theorem},f36f81a115508f0311dfd4d3e27169be22d4aa3451b8741ca0bc3dace096ad5d,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.0847345,0.0847345,0,1,0,0,0.0847345,0.0612985,0.023436000000000002,0
ace_adaptation_attribution-terra-20260912,train,step22_curator_{theorem},ec2837aa61563addfaa0425a068a5499df002fbe394d1799a1a0e53b1a816ba6,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.013613,0.013613,0,1,0,0,0.013613,0.008681000000000001,0.004932,0
ace_adaptation_attribution-terra-20260912,train,step22_generator_{theorem},3fb2a4e1284afc4de7048d76449e7ec168e2e26cb618d5677af31b24e4acaffd,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.14772239999999998,0.14772239999999998,0,13,0,0,0.14772239999999998,0.059966399999999996,0.087756,0
ace_adaptation_attribution-terra-20260912,train,step22_reflector_{theorem},90b988c707a3621d2d1651aa058c6bd987ac781e7d7744e7915ed5ba77e235f3,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.0535675,0.0535675,0,1,0,0,0.0535675,0.031703499999999996,0.021864,0
ace_adaptation_attribution-terra-20260912,train,step23_curator_{theorem},24df7936f44023439b8eb807dcadd10d8f7ee5a9e7d6193ec73866051a9723ae,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.0152215,0.0152215,0,1,0,0,0.0152215,0.0100735,0.005148,0
ace_adaptation_attribution-terra-20260912,train,step23_generator_{theorem},3fb2a4e1284afc4de7048d76449e7ec168e2e26cb618d5677af31b24e4acaffd,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.22753050000000002,0.22753050000000002,0,8,0,0,0.22753050000000002,0.060922500000000004,0.166608,0
ace_adaptation_attribution-terra-20260912,train,step23_reflector_{theorem},57ed587fc1a2b9dc5f7890dc037efe26c278794bdcab457a0e23e718a4dad2ad,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.0457115,0.0457115,0,1,0,0,0.0457115,0.0319835,0.013728,0
ace_adaptation_attribution-terra-20260912,train,step24_curator_{theorem},c85586eaf7e94e873ba4e6946ad4780b976f520ae4d61ba5bc07d68dc1e9173d,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.014341000000000001,0.014341000000000001,0,1,0,0,0.014341000000000001,0.009961000000000001,0.00438,0
ace_adaptation_attribution-terra-20260912,train,step24_generator_{theorem},72451c18fe14dad02e40b10cc04fdcfacb59e8930dc802218c56a74f5337bc11,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.5622402,0.5622402,0,30,0,0,0.5622402,0.2429562,0.31928399999999996,0
ace_adaptation_attribution-terra-20260912,train,step24_reducer_{theorem},8abd6bd5f72dca9b4021c331c3fccc2c7835646ff245c41a3cfef01158f57826,aggregate_curation_deltas,aggregate_curation_deltas_policy,gpt-5.6-terra,1,1,1,1.0,0.01917,0.01917,0,1,0,0,0.01917,0.006065999999999999,0.013104000000000001,0
ace_adaptation_attribution-terra-20260912,train,step24_reflector_{theorem},e22f63e4dacf27d7424212993b11bd8026586e3f1189cb39a42205fbbf4ab7d2,reflect_on_trajectory,reflect_on_trajectory_policy,gpt-5.6-terra,1,1,1,1.0,0.085568,0.085568,0,1,0,0,0.085568,0.066536,0.019032,0
ace_adaptation_attribution-terra-20260912,train,step25_curator_{theorem},2f69ac1758191d07bf4f31bb63d23f1aa8438a1caa5f0ac602305bf8d09fb1b1,curate_playbook,curate_playbook_policy,gpt-5.6-terra,1,1,1,1.0,0.012265999999999999,0.012265999999999999,0,1,0,0,0.012265999999999999,0.007405999999999999,0.00486,0
ace_adaptation_attribution-terra-20260912,train,step25_generator_{theorem},72451c18fe14dad02e40b10cc04fdcfacb59e8930dc802218c56a74f5337bc11,prove_theorem_ace,prove_theorem_ace_policy,gpt-5.6-terra,1,1,1,1.0,0.030658900000000003,0.030658900000000003,0,4,0,0,0.030658900000000003,0.0118669,0.018792,0
