receipt,stage,cell,model,created_utc,charged,repriced,input,cached,output,reasoning,uncached_cost,exception,response_id,provider_model
f0f1ae3a1d7347199ae6d9d67fc22979,round1,round1__polished__proof__mathd_algebra_37__seed0,gpt-5.6-luna,2026-09-18T14:27:29.623884+00:00,0.00044765999999999995,0.00044765999999999995,5970,4873,109,59,0.0013248,,resp_0ea88b95423ec615006aad4a52fb0487d289ced2fe3b465fbd,gpt-5.6-luna
59527cd320454289ba98227c36235bbd,round1,round1__examples__proof__mathd_algebra_323__seed0,gpt-5.6-luna,2026-09-18T14:27:29.663970+00:00,0.0027466,0.0027466,11819,0,319,226,0.0027466,,resp_02a8a69a5dd5b69e006aad4a53336887d2af78aa0c3a588939,gpt-5.6-luna
76d4550a685a467182bb63f312aa097e,round1,round1__x3__proof__mathd_numbertheory_458__seed0,gpt-5.6-luna,2026-09-18T14:27:29.703142+00:00,0.001484,0.001484,5938,0,247,179,0.001484,,resp_01d029405557dd05006aad4a531b3087d286225963f4e025f5,gpt-5.6-luna
1f5fa21a918a40ef9ffd9173d1e027fa,round1,round1__x3__proof__mathd_numbertheory_221__seed0,gpt-5.6-luna,2026-09-18T14:27:29.735429+00:00,0.00057924,0.00057924,6069,4772,187,104,0.0014382,,resp_0ffa3c66c5c9e2e4006aad4a53173487d2824c801fd7151efc,gpt-5.6-luna
f76d092a3d034d7d9b8336812716d501,round1,round1__x3__proof__mathd_algebra_323__seed0,gpt-5.6-luna,2026-09-18T14:27:29.764690+00:00,0.00178544,0.00178544,6100,4772,1187,965,0.0026444,,resp_0507611729583a49006aad4a531aa887d282d5e9e1a72a2f87,gpt-5.6-luna
4f39781265ea4a1f844292abf0358286,round1,round1__examples__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:27:33.815439+00:00,0.00098982,0.00098982,13263,12231,449,398,0.0031913999999999996,,resp_04ad5613b1bf1c4f006aad4a55fa1887d2a1a781c57fc7326c,gpt-5.6-luna
f74a24307c254ac991cf49943d6880f5,round1,round1__polished__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:27:35.021646+00:00,0.00279986,0.00279986,7723,6613,2038,2005,0.0039902,,resp_0be637a394ca6776006aad4a57286087d2bfacfe290a091837,gpt-5.6-luna
c55b1d550b044757adc71ce2d6398094,round1,round1__x3__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:35.043856+00:00,0.00085048,0.00085048,7730,6564,405,353,0.002032,,resp_080432afb2ba7ba9006aad4a572c6087d2a50c381e884dcc46,gpt-5.6-luna
d17e1b272d95400aba9e9542e861586f,round1,round1__examples__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:27:35.244382+00:00,0.00069912,0.00069912,12108,11896,349,263,0.0028404,,resp_035d949d86b2a666006aad4a576c5887d2ad9ad5b7788d9d2e,gpt-5.6-luna
dd898025a70d44eea091dd5bd8615367,round1,round1__polished__proof__mathd_numbertheory_458__seed0,gpt-5.6-luna,2026-09-18T14:27:35.436260+00:00,0.00049052,0.00049052,6277,6036,268,199,0.001577,,resp_0cddfc344a514baf006aad4a57d50c87d29d179f2e598149ad,gpt-5.6-luna
985ccc961a8b4e54bb5665cbf4206234,round1,round1__x3__proof__mathd_numbertheory_458__seed0,gpt-5.6-luna,2026-09-18T14:27:35.469304+00:00,0.0005279,0.0005279,6283,5935,283,252,0.0015961999999999999,,resp_01d029405557dd05006aad4a57a85887d286c656cbf2e975f3,gpt-5.6-luna
a49d2a661490449c846e931afc600d7b,round1,round1__examples__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:35.841537+00:00,0.00110946,0.00110946,13518,12283,514,418,0.0033204,,resp_05002b089403b5c7006aad4a57f93887d29f38fe939d009102,gpt-5.6-luna
c3bba442543a403e8819d085a379276d,round1,round1__polished__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:36.325017+00:00,0.00036609999999999995,0.00036609999999999995,7013,6665,136,20,0.0015658,,resp_0029765630f76e8e006aad4a58760c87d282079f1fdfee142b,gpt-5.6-luna
072ab75905f8411185c0a6b9b4c18980,round1,round1__examples__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:36.702102+00:00,0.00106262,0.00106262,11947,10491,468,294,0.0029509999999999996,,resp_0f17111df256bd29006aad4a58d9b887d2b47c2861f2fe4f8a,gpt-5.6-luna
83357d56a06c41a48ff62152ed48983a,round1,round1__x3__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:36.783712+00:00,0.00064944,0.00064944,6228,4772,219,159,0.0015084,,resp_0f7ca41193de9c37006aad4a58e8bc87d282e515174d25a39e,gpt-5.6-luna
f4ef5790cc6d40dbb44b8b46a83ecd3c,round1,round1__examples__proof__mathd_algebra_323__seed0,gpt-5.6-luna,2026-09-18T14:27:36.891509+00:00,0.00107112,0.00107112,12264,11816,621,382,0.003198,,resp_02a8a69a5dd5b69e006aad4a5910f087d2818518c2f6663440,gpt-5.6-luna
74a4b207691246a4a59a5dc5fe1db042,round1,round1__polished__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:36.913431+00:00,0.00054946,0.00054946,6329,4873,134,60,0.0014265999999999999,,resp_0ac548f373d03cd9006aad4a59093487d2b24274a39d660801,gpt-5.6-luna
c552d18c71f4494296f5d059787ea41f,round1,round1__examples__proof__mathd_numbertheory_458__seed0,gpt-5.6-luna,2026-09-18T14:27:37.107703+00:00,0.00056268,0.00056268,12126,11654,196,144,0.0026604,,resp_0043477e77f454c9006aad4a59407087d2b89a6e323aead7e7,gpt-5.6-luna
491da5f4b82741379d549126bae35ae2,round1,round1__x3__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:37.214825+00:00,0.00051104,0.00051104,6100,4772,125,50,0.00137,,resp_0b42a417eba81f0a006aad4a59591087d2a20339ba5defe8a2,gpt-5.6-luna
72ebab01db174b148d59977f0126ece9,round1,round1__polished__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:37.251768+00:00,0.00059226,0.00059226,6201,4873,191,42,0.0014693999999999998,,resp_0dc4d156b0554ee9006aad4a5965d487d2bf764543eea5f90e,gpt-5.6-luna
64c05720c2984eb5ae185ff3b75ef1ec,round1,round1__x3__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:27:37.941407+00:00,0.0007066399999999999,0.0007066399999999999,6682,4772,191,91,0.0015655999999999999,,resp_0e97b5cc0972bcd3006aad4a5a16cc87d29d9b8d2274482cb1,gpt-5.6-luna
9c2b73ca1eae45ff8875dd82dedd8020,round1,round1__examples__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:38.135465+00:00,0.00078382,0.00078382,11819,10491,257,57,0.0026722,,resp_0d98e951d5657f74006aad4a5a4b7c87d2b42f16dca8624ac1,gpt-5.6-luna
bced1a69d4b54c1b8698224a02cff54b,round1,round1__polished__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:39.107489+00:00,0.0009054,0.0009054,7674,7010,527,413,0.0021672,,resp_0029765630f76e8e006aad4a5b469c87d29a56342e5552680c,gpt-5.6-luna
36123a1ebd6d4e63905d29615b9606e0,round1,round1__polished__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:39.225770+00:00,0.00052712,0.00052712,7597,6326,122,18,0.0016657999999999998,,resp_0ac548f373d03cd9006aad4a5b586487d2a202fd9d694a6053,gpt-5.6-luna
bdf01afd6fed472181f58eb5b4008a9e,round1,round1__polished__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:27:39.389071+00:00,0.0006574599999999999,0.0006574599999999999,6761,4873,152,125,0.0015346000000000001,,resp_0d4057ecd3acbb02006aad4a5b83e887d299098ca9612f0091,gpt-5.6-luna
5250a036f6a6444fad8450c4445922b1,round1,round1__x3__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:39.587862+00:00,0.0005337,0.0005337,7629,6225,107,0,0.0016542,,resp_0f7ca41193de9c37006aad4a5bdd8887d2a2d178da5e0686ae,gpt-5.6-luna
a047d1ad46e849989fa62d7b036a0206,round1,round1__x3__proof__mathd_numbertheory_458__seed0,gpt-5.6-luna,2026-09-18T14:27:40.022388+00:00,0.0002444,0.0002444,6616,6280,43,17,0.0013747999999999998,,resp_01d029405557dd05006aad4a5c275487d2b7d2c7dc693cf0e3,gpt-5.6-luna
8787931d41764a26b4cf1eb73d0db58f,round1,round1__x3__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:40.052398+00:00,0.00037514,0.00037514,6511,6097,142,23,0.0014726,,resp_0b42a417eba81f0a006aad4a5c2cc887d2837ebba5243acdc2,gpt-5.6-luna
5c523e39e5ec4d04b689822fac5addce,round1,round1__polished__proof__mathd_algebra_323__seed0,gpt-5.6-luna,2026-09-18T14:27:40.621144+00:00,0.0007694599999999999,0.0007694599999999999,7039,4873,199,170,0.0016465999999999998,,resp_067f23c3ee9f29b6006aad4a5cc00887d2b674270f51f2e3e9,gpt-5.6-luna
8fa9f436e1a64f8d8ac6d2f2344eca6c,round1,round1__x3__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:27:40.677742+00:00,0.00125684,0.00125684,9169,4772,235,185,0.0021158,,resp_01f0b74829348b2c006aad4a5cd07887d2864997ea04c38210,gpt-5.6-luna
4cf8ffc69b714b829f883cfba2d19f67,round1,round1__x3__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:27:40.724053+00:00,0.00044644,0.00044644,7313,6512,130,19,0.0016186,,resp_0cb73aaf2d795c70006aad4a5ce85887d29cda3717269892c1,gpt-5.6-luna
a273494af0a04746a6218ffeb9561d2f,round1,round1__examples__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:27:40.744870+00:00,0.0024267,0.0024267,12900,12105,1688,1209,0.0046056,,resp_035d949d86b2a666006aad4a5cea0c87d2b81ec63c31524276,gpt-5.6-luna
a320ad344df94ab5bcb395a93a760283,round1,round1__x3__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:40.784190+00:00,0.0011131399999999999,0.0011131399999999999,8530,7727,665,628,0.0025039999999999997,,resp_080432afb2ba7ba9006aad4a5ce79087d2913591bb18e9699b,gpt-5.6-luna
b46cdef334d140d6a1ed59cc5da58405,round1,round1__polished__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:41.146202+00:00,0.0005275599999999999,0.0005275599999999999,7310,6198,151,41,0.0016432,,resp_0dc4d156b0554ee9006aad4a5d556087d28aff1d163959c7da,gpt-5.6-luna
1b6e91fd8f7c4c0f8855b5dc9a6ed20a,round1,round1__x3__proof__mathd_numbertheory_458__seed0,gpt-5.6-luna,2026-09-18T14:27:41.296616+00:00,0.00026386,0.00026386,6839,6613,72,33,0.0014542,,resp_01d029405557dd05006aad4a5d77fc87d2b3d32d49768053c2,gpt-5.6-luna
22d3183a74c94101b2ad05ad257912f8,round1,round1__examples__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:27:41.499506+00:00,0.0004864,0.0004864,13748,13260,103,71,0.0028732000000000002,,resp_04ad5613b1bf1c4f006aad4a5da64c87d2be356cf81bb569eb,gpt-5.6-luna
259dacd88e2340c8a5059edd67336f34,round1,round1__examples__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:41.944472+00:00,0.00086228,0.00086228,12865,11944,366,264,0.0030121999999999996,,resp_0f17111df256bd29006aad4a5e1be087d2bb6c41df030a982e,gpt-5.6-luna
0121ad284757464db8c0efc1a111bc84,round1,round1__examples__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:41.992241+00:00,0.00055092,0.00055092,12645,11816,124,17,0.0026778,,resp_0d98e951d5657f74006aad4a5e21a487d2b2020e9775e05729,gpt-5.6-luna
5521f6ac2c0d4ae2b61d4baf02bc3630,round1,round1__polished__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:42.197011+00:00,0.00076328,0.00076328,8011,7594,440,328,0.0021302,,resp_0ac548f373d03cd9006aad4a5e593887d2984b09647eabfc07,gpt-5.6-luna
34979b422cd14bc28cd630c04bedbf28,round1,round1__polished__proof__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:42.228013+00:00,0.00075366,0.00075366,6054,4873,350,270,0.0016308,,resp_069627d945d430f1006aad4a5e5efc87d2babee0e728a5284d,gpt-5.6-luna
f29b329e90134e6ea92a1fca25568acf,round1,round1__polished__proof__mathd_numbertheory_458__seed0,gpt-5.6-luna,2026-09-18T14:27:42.245955+00:00,0.00095006,0.00095006,6610,4873,421,339,0.0018272000000000002,,resp_0a118be3df7601b8006aad4a5e63b487d290d84a954a3f19c9,gpt-5.6-luna
0394fb48ed1847d79f5bf255a072d385,round1,round1__polished__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:27:42.284462+00:00,0.00058456,0.00058456,6959,6758,341,249,0.0018009999999999999,,resp_0d4057ecd3acbb02006aad4a5e6a9c87d288aa72b4bd5fb191,gpt-5.6-luna
8336d7067df74219bd67ae61abe5d863,round1,round1__x3__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:42.432640+00:00,0.0008121199999999999,0.0008121199999999999,8212,7626,452,328,0.0021847999999999998,,resp_0f7ca41193de9c37006aad4a5e928487d29e53c714d0d07715,gpt-5.6-luna
c711e232073645c48d3e1b5774905925,round1,round1__x3__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:42.600669+00:00,0.00044256,0.00044256,7170,6508,150,20,0.001614,,resp_0b42a417eba81f0a006aad4a5ebb4087d2832824a2a2b17855,gpt-5.6-luna
7f97b11a273b443f9e085de8187f477c,round1,round1__x3__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:27:42.986149+00:00,0.0021953999999999997,0.0021953999999999997,10230,7310,1221,1156,0.0035112,,resp_0cb73aaf2d795c70006aad4a5f2d6487d2938dd4ee65e079e7,gpt-5.6-luna
d537744fb5c2497ab9ba7f335e24351d,round1,round1__x3__proof__mathd_numbertheory_458__seed0,gpt-5.6-luna,2026-09-18T14:27:43.632619+00:00,0.0011782399999999999,0.0011782399999999999,8866,4772,220,167,0.0020372,,resp_064d48f910112892006aad4a5fdac887d29cb527a40d19a2a0,gpt-5.6-luna
3b4a58a634a94e3788a99f3b85a0b0f8,round1,round1__x3__proof__mathd_algebra_323__seed0,gpt-5.6-luna,2026-09-18T14:27:43.724441+00:00,0.00091584,0.00091584,6660,4772,369,334,0.0017747999999999998,,resp_0c91c1ef0fa02910006aad4a5fdd9c87d297df228a071af377,gpt-5.6-luna
c5656f2ca1634d0382f0d5b3376f8259,round1,round1__x3__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:27:43.797017+00:00,0.0016394399999999998,0.0016394399999999998,7422,4772,845,817,0.0024983999999999996,,resp_064c59341b704ba0006aad4a5ff14887d2a92b4ea663aabe35,gpt-5.6-luna
815fac3de6d44f67af97193bfe079fa7,round1,round1__examples__proof__mathd_algebra_323__seed0,gpt-5.6-luna,2026-09-18T14:27:43.856595+00:00,0.00120942,0.00120942,13113,10491,396,100,0.0030977999999999995,,resp_07803c7e37baff49006aad4a6006d487d29b8a943f2e7a2c6d,gpt-5.6-luna
5264ae2b92d44c4284b421b66f91b14e,round1,round1__examples__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:44.227472+00:00,0.00127944,0.00127944,13305,12642,745,720,0.0035549999999999996,,resp_0d98e951d5657f74006aad4a606f5487d2a497b02e7c84efd3,gpt-5.6-luna
7748f75db42546f0b4df27ab33614ac9,round1,round1__examples__proof__imo_1977_p6__seed0,gpt-5.6-luna,2026-09-18T14:27:44.340226+00:00,0.00154482,0.00154482,13686,10491,580,516,0.0034332,,resp_0f76f9bbfd58bee4006aad4a6079b487d2907c21a317572d1f,gpt-5.6-luna
c67b22c412d548c981a129c0af90fdeb,round1,round1__polished__proof__mathd_algebra_323__seed0,gpt-5.6-luna,2026-09-18T14:27:44.496891+00:00,0.00085432,0.00085432,7406,7036,533,508,0.0021208,,resp_067f23c3ee9f29b6006aad4a60da0887d283d86860cdf15904,gpt-5.6-luna
59e79ff301a44a72a4a80afaa90ca980,round1,round1__x3__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:44.937143+00:00,0.0007261399999999999,0.0007261399999999999,8035,7167,341,311,0.0020162,,resp_0b42a417eba81f0a006aad4a61157487d2b650b2d6a8d40d3e,gpt-5.6-luna
229c244e528645daaf95bc90bf27272f,round1,round1__examples__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:45.108321+00:00,0.0027143000000000002,0.0027143000000000002,15919,13515,1636,1552,0.005147,,resp_05002b089403b5c7006aad4a6141dc87d2a6d43f6469f30c46,gpt-5.6-luna
9998bcbe6db047e98a35e63a2df561c0,round1,round1__polished__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:46.360772+00:00,0.0007077399999999999,0.0007077399999999999,7925,7307,365,340,0.0020229999999999996,,resp_0dc4d156b0554ee9006aad4a628e6c87d2b53c3ba8a7a1cd61,gpt-5.6-luna
d4af34371fb04f27bd375da7524ae1fc,round1,round1__polished__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:46.418881+00:00,0.00137142,0.00137142,8493,7671,878,739,0.0027522,,resp_0029765630f76e8e006aad4a628e5087d28e8880ffd899de39,gpt-5.6-luna
8fc298fe76164cd68523e24463159a46,round1,round1__examples__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:47.113405+00:00,0.00164104,0.00164104,13619,12862,1027,416,0.0039562,,resp_0f17111df256bd29006aad4a63415887d292fb992e72b5b883,gpt-5.6-luna
d3091ca9c9a744df8e5088a7f31aebd1,round1,round1__x3__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:47.217057+00:00,0.00046498,0.00046498,9011,8209,117,8,0.0019425999999999998,,resp_0f7ca41193de9c37006aad4a635ad887d29d0ea63b38b0511a,gpt-5.6-luna
c84ffb72326848dbb8763ab04c5fe0bf,round1,round1__polished__proof__aime_1990_p4__seed0,gpt-5.6-luna,2026-09-18T14:27:47.360374+00:00,0.0015991199999999999,0.0015991199999999999,7896,6956,1060,949,0.0028512,,resp_0d4057ecd3acbb02006aad4a63836087d2804b26b75de59dc0,gpt-5.6-luna
e5216073d1b14492b243653fca2b430e,round1,round1__polished__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:47.480674+00:00,0.0023549599999999997,0.0023549599999999997,8866,8008,1686,1180,0.0037963999999999997,,resp_0ac548f373d03cd9006aad4a63a1f087d284105b631eccae83,gpt-5.6-luna
c883307516ff4151b869525ca69133d6,round1,round1__polished__proof__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:48.183976+00:00,0.00117522,0.00117522,6660,6051,777,516,0.0022643999999999997,,resp_069627d945d430f1006aad4a64598887d2888435406a313bfc,gpt-5.6-luna
0945858c84ba45619bd9e8372ed719ad,round1,round1__x3__proof__imo_1967_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:48.319653+00:00,0.00099994,0.00099994,9368,8527,551,461,0.0025348,,resp_080432afb2ba7ba9006aad4a64785487d285d3e9932bde44b7,gpt-5.6-luna
70a024356c6c4f93a09bd44641d8709e,round1,round1__x3__proof__mathd_algebra_323__seed0,gpt-5.6-luna,2026-09-18T14:27:48.365846+00:00,0.00033394,0.00033394,7079,6657,97,16,0.0015321999999999998,,resp_0c91c1ef0fa02910006aad4a647f3087d291a78cba284945bc,gpt-5.6-luna
1ffbff4b54a04284868e278b7c14c178,round1,round1__x3__proof__aime_1988_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:49.359580+00:00,0.0007325599999999999,0.0007325599999999999,9538,9008,372,272,0.0023539999999999998,,resp_0f7ca41193de9c37006aad4a65834087d286492401b9490cec,gpt-5.6-luna
bb780ba8f0b7473d967b473ac7714e61,round1,round1__x3__proof__imo_1963_p5__seed0,gpt-5.6-luna,2026-09-18T14:27:49.382768+00:00,0.00071864,0.00071864,8506,8032,386,348,0.0021644,,resp_0b42a417eba81f0a006aad4a65877087d29970caaa3d130fa4,gpt-5.6-luna
7589182fc4514700bbcab1ed9912bead,round1,round1__x3__proof__mathd_algebra_323__seed0,gpt-5.6-luna,2026-09-18T14:27:49.929777+00:00,0.00028092000000000004,0.00028092000000000004,7383,7076,65,25,0.0015546,,resp_0c91c1ef0fa02910006aad4a663b2487d2b5772065fa62fcc4,gpt-5.6-luna
253f6ce4bda441549bae3987100d90a3,round1,round1__examples__proof__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:50.371169+00:00,0.00061882,0.00061882,11672,10491,144,51,0.0025072,,resp_0205df3de5c12140006aad4a6686a087d2b7e9a053e2294394,gpt-5.6-luna
ae838acc55c14a04be544cad3a93a2a7,round1,round1__x3__proof__amc12b_2004_p3__seed0,gpt-5.6-luna,2026-09-18T14:27:50.438695+00:00,0.00048284,0.00048284,5953,4772,126,47,0.0013418,,resp_0237e905e0f98117006aad4a66921487d2ab5ddbcc267fd6d5,gpt-5.6-luna
