archive,arm,playbook,rendering,injection,theorem,seed,model,cap,requests_allowed,source,status,raw_solved,qualified_solved,cost_usd,cost_basis,input_tokens,cached_input_tokens,output_tokens,num_completions
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,algebra_2rootsintpoly_am10tap11eqasqpam110,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/algebra_2rootsintpoly_am10tap11eqasqpam110__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00016202000000000002,2026-09-12 token repricing,5674,5671,40,1
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,algebra_2rootspoly_apatapbeq2asqp2ab,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/algebra_2rootspoly_apatapbeq2asqp2ab__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00017572,2026-09-12 token repricing,5699,5696,51,1
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,algebra_3rootspoly_amdtamctambeqnasqmbpctapcbtdpasqmbpctapcbta,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/algebra_3rootspoly_amdtamctambeqnasqmbpctapcbtdpasqmbpctapcbta__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00016218,2026-09-12 token repricing,5862,5859,37,1
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,algebra_amgm_prod1toneq1_sum1tongeqn,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/algebra_amgm_prod1toneq1_sum1tongeqn__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,False,False,0.01823072,2026-09-12 token repricing,364438,342456,5821,32
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,induction_sum2kp1npqsqm1,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/induction_sum2kp1npqsqm1__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.0005896199999999999,2026-09-12 token repricing,17598,17391,167,3
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,induction_sum_1oktkp1,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/induction_sum_1oktkp1__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.01749162,2026-09-12 token repricing,214038,198091,8617,16
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,numbertheory_aneqprodakp4_anmsqrtanp1eq2,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/numbertheory_aneqprodakp4_anmsqrtanp1eq2__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.0096408,2026-09-12 token repricing,69801,57010,4952,8
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,numbertheory_nckeqnm1ckpnm1ckm1,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/numbertheory_nckeqnm1ckpnm1ckm1__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,False,False,0.0318865,2026-09-12 token repricing,528791,495365,12745,32
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,numbertheory_prmdvsneqnsqmodpeq0,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/numbertheory_prmdvsneqnsqmodpeq0__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00275976,2026-09-12 token repricing,39465,37198,1302,6
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,mathd_algebra_101,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/mathd_algebra_101__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00095484,2026-09-12 token repricing,11688,11442,564,2
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,mathd_algebra_104,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/mathd_algebra_104__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00028636,2026-09-12 token repricing,5711,5708,143,1
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,mathd_numbertheory_109,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/mathd_numbertheory_109__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00113328,2026-09-12 token repricing,18186,17704,569,3
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,mathd_numbertheory_110,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/mathd_numbertheory_110__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.040641779999999995,2026-09-12 token repricing,475800,439759,20532,25
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,amc12_2000_p11,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/amc12_2000_p11__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.0009630400000000001,2026-09-12 token repricing,12134,11652,528,2
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,amc12_2000_p15,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/amc12_2000_p15__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,False,False,0.05137182,2026-09-12 token repricing,697713,657751,25187,31
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,aimeII_2001_p3,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/aimeII_2001_p3__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.010061239999999999,2026-09-12 token repricing,48346,35302,5622,5
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,aimeII_2020_p6,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/aimeII_2020_p6__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.03302662,2026-09-12 token repricing,354644,326741,17426,16
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,imo_1961_p1,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/imo_1961_p1__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.0034962,2026-09-12 token repricing,46284,44370,1855,6
ace_validation_agentic,ace-30ffc40f-core-medium,experiments/playbooks/ace_v1.yaml,1,full,imo_1962_p4,1,gpt-5.6-luna,0.05,32,experiments/output/ace_validation_agentic/configs/imo_1962_p4__ace-30ffc40f-core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.02867554,2026-09-12 token repricing,436898,411007,12731,25
luna_validation_agentic,core-medium,,1,full,algebra_2complexrootspoly_xsqp49eqxp7itxpn7i,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/algebra_2complexrootspoly_xsqp49eqxp7itxpn7i__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00325862,2026-09-12 token repricing,55426,50181,1005,13
luna_validation_agentic,core-medium,,1,full,algebra_2rootsintpoly_am10tap11eqasqpam110,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/algebra_2rootsintpoly_am10tap11eqasqpam110__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00031402000000000003,2026-09-12 token repricing,3527,2401,34,1
luna_validation_agentic,core-medium,,1,full,algebra_2rootspoly_apatapbeq2asqp2ab,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/algebra_2rootspoly_apatapbeq2asqp2ab__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00034782,2026-09-12 token repricing,3552,2401,58,1
luna_validation_agentic,core-medium,,1,full,algebra_3rootspoly_amdtamctambeqnasqmbpctapcbtdpasqmbpctapcbta,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/algebra_3rootspoly_amdtamctambeqnasqmbpctapcbtdpasqmbpctapcbta__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.000779,2026-09-12 token repricing,3715,0,30,1
luna_validation_agentic,core-medium,,1,full,algebra_amgm_prod1toneq1_sum1tongeqn,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/algebra_amgm_prod1toneq1_sum1tongeqn__core-medium__gpt-5.6-luna__seed0/result.yaml,done,False,False,0.01884298,2026-09-12 token repricing,379778,353559,5440,32
luna_validation_agentic,core-medium,,1,full,induction_sum2kp1npqsqm1,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/induction_sum2kp1npqsqm1__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00092578,2026-09-12 token repricing,15317,13549,251,4
luna_validation_agentic,core-medium,,1,full,induction_sum_1oktkp1,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/induction_sum_1oktkp1__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.01029628,2026-09-12 token repricing,99899,86684,4933,12
luna_validation_agentic,core-medium,,1,full,numbertheory_aneqprodakp4_anmsqrtanp1eq2,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/numbertheory_aneqprodakp4_anmsqrtanp1eq2__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00597884,2026-09-12 token repricing,40033,32652,3208,6
luna_validation_agentic,core-medium,,1,full,numbertheory_nckeqnm1ckpnm1ckm1,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/numbertheory_nckeqnm1ckpnm1ckm1__core-medium__gpt-5.6-luna__seed0/result.yaml,done,False,False,0.02159562,2026-09-12 token repricing,288804,247991,7061,32
luna_validation_agentic,core-medium,,1,full,numbertheory_prmdvsneqnsqmodpeq0,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/numbertheory_prmdvsneqnsqmodpeq0__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.0019784399999999997,2026-09-12 token repricing,21363,18372,844,5
luna_validation_agentic,core-medium,,1,full,mathd_algebra_101,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/mathd_algebra_101__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00146894,2026-09-12 token repricing,11641,9927,773,3
luna_validation_agentic,core-medium,,1,full,mathd_algebra_104,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/mathd_algebra_104__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00051582,2026-09-12 token repricing,3564,2401,196,1
luna_validation_agentic,core-medium,,1,full,mathd_numbertheory_109,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/mathd_numbertheory_109__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.0010096799999999998,2026-09-12 token repricing,7644,6064,477,2
luna_validation_agentic,core-medium,,1,full,mathd_numbertheory_110,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/mathd_numbertheory_110__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.0167951,2026-09-12 token repricing,128761,112075,9347,14
luna_validation_agentic,core-medium,,1,full,amc12_2000_p11,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/amc12_2000_p11__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00257214,2026-09-12 token repricing,12405,10247,1613,3
luna_validation_agentic,core-medium,,1,full,amc12_2000_p15,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/amc12_2000_p15__core-medium__gpt-5.6-luna__seed0/result.yaml,done,False,False,0.05274114,2026-09-12 token repricing,679716,630427,25229,30
luna_validation_agentic,core-medium,,1,full,aimeII_2001_p3,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/aimeII_2001_p3__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.01427192,2026-09-12 token repricing,61915,47686,8727,6
luna_validation_agentic,core-medium,,1,full,aimeII_2020_p6,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/aimeII_2020_p6__core-medium__gpt-5.6-luna__seed0/result.yaml,done,False,False,0.050955999999999994,2026-09-12 token repricing,471281,414450,26084,21
luna_validation_agentic,core-medium,,1,full,imo_1961_p1,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/imo_1961_p1__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.00428158,2026-09-12 token repricing,39425,34979,2244,7
luna_validation_agentic,core-medium,,1,full,imo_1962_p4,0,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/imo_1962_p4__core-medium__gpt-5.6-luna__seed0/result.yaml,done,True,True,0.02272794,2026-09-12 token repricing,216579,194477,12015,20
luna_validation_agentic,core-medium,,1,full,algebra_2complexrootspoly_xsqp49eqxp7itxpn7i,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/algebra_2complexrootspoly_xsqp49eqxp7itxpn7i__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00701246,2026-09-12 token repricing,89902,75773,2226,15
luna_validation_agentic,core-medium,,1,full,algebra_2rootsintpoly_am10tap11eqasqpam110,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/algebra_2rootsintpoly_am10tap11eqasqpam110__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00011308,2026-09-12 token repricing,3527,3524,35,1
luna_validation_agentic,core-medium,,1,full,algebra_2rootspoly_apatapbeq2asqp2ab,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/algebra_2rootspoly_apatapbeq2asqp2ab__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00011958,2026-09-12 token repricing,3552,3549,40,1
luna_validation_agentic,core-medium,,1,full,algebra_3rootspoly_amdtamctambeqnasqmbpctapcbtdpasqmbpctapcbta,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/algebra_3rootspoly_amdtamctambeqnasqmbpctapcbtdpasqmbpctapcbta__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00012764,2026-09-12 token repricing,3715,3712,44,1
luna_validation_agentic,core-medium,,1,full,algebra_amgm_prod1toneq1_sum1tongeqn,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/algebra_amgm_prod1toneq1_sum1tongeqn__core-medium__gpt-5.6-luna__seed1/result.yaml,done,False,False,0.020916999999999998,2026-09-12 token repricing,431366,404310,6183,32
luna_validation_agentic,core-medium,,1,full,induction_sum2kp1npqsqm1,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/induction_sum2kp1npqsqm1__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00043276,2026-09-12 token repricing,11153,10948,144,3
luna_validation_agentic,core-medium,,1,full,induction_sum_1oktkp1,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/induction_sum_1oktkp1__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.011324859999999999,2026-09-12 token repricing,119957,106983,5492,13
luna_validation_agentic,core-medium,,1,full,numbertheory_aneqprodakp4_anmsqrtanp1eq2,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/numbertheory_aneqprodakp4_anmsqrtanp1eq2__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00808768,2026-09-12 token repricing,34811,28614,5230,6
luna_validation_agentic,core-medium,,1,full,numbertheory_nckeqnm1ckpnm1ckm1,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/numbertheory_nckeqnm1ckpnm1ckm1__core-medium__gpt-5.6-luna__seed1/result.yaml,done,False,False,0.02370192,2026-09-12 token repricing,322053,290926,9715,32
luna_validation_agentic,core-medium,,1,full,numbertheory_prmdvsneqnsqmodpeq0,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/numbertheory_prmdvsneqnsqmodpeq0__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00397578,2026-09-12 token repricing,43065,37289,1729,6
luna_validation_agentic,core-medium,,1,full,mathd_algebra_101,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/mathd_algebra_101__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00143976,2026-09-12 token repricing,7716,7148,986,2
luna_validation_agentic,core-medium,,1,full,mathd_algebra_104,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/mathd_algebra_104__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00055662,2026-09-12 token repricing,3564,3561,404,1
luna_validation_agentic,core-medium,,1,full,mathd_numbertheory_109,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/mathd_numbertheory_109__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00190998,2026-09-12 token repricing,13344,11709,1124,3
luna_validation_agentic,core-medium,,1,full,mathd_numbertheory_110,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/mathd_numbertheory_110__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.01055384,2026-09-12 token repricing,117997,110162,5653,17
luna_validation_agentic,core-medium,,1,full,amc12_2000_p11,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/amc12_2000_p11__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00271274,2026-09-12 token repricing,12862,11167,1792,3
luna_validation_agentic,core-medium,,1,full,amc12_2000_p15,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/amc12_2000_p15__core-medium__gpt-5.6-luna__seed1/result.yaml,done,False,False,0.0452519,2026-09-12 token repricing,678658,630825,19224,32
luna_validation_agentic,core-medium,,1,full,aimeII_2001_p3,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/aimeII_2001_p3__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.01117342,2026-09-12 token repricing,51443,41991,7036,6
luna_validation_agentic,core-medium,,1,full,aimeII_2020_p6,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/aimeII_2020_p6__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.027962459999999998,2026-09-12 token repricing,200268,175173,16200,13
luna_validation_agentic,core-medium,,1,full,imo_1961_p1,1,gpt-5.6-luna,0.05,32,experiments/output/luna_validation_agentic/configs/imo_1961_p1__core-medium__gpt-5.6-luna__seed1/result.yaml,done,True,True,0.00147602,2026-09-12 token repricing,15004,14171,855,3
