name,theorem,replicate,verified,platform_failed,actual_dollars,qualified
amc12a_2003_p1__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2003_p1,0,True,False,0.00445122,True
amc12a_2003_p1__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2003_p1,0,True,False,0.006489159999999999,True
amc12a_2003_p1__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2003_p1,0,True,False,0.0024149799999999997,True
amc12a_2003_p1__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2003_p1,0,True,False,0.00942904,True
amc12a_2013_p7__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2013_p7,0,True,False,0.00079284,True
amc12a_2013_p7__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,amc12a_2013_p7,0,True,False,0.00112516,True
amc12a_2013_p7__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,amc12a_2013_p7,0,True,False,0.00116352,True
amc12a_2016_p2__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2016_p2,0,True,False,0.00283102,True
amc12a_2016_p2__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,amc12a_2016_p2,0,True,False,0.01088692,True
amc12a_2016_p2__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,amc12a_2016_p2,0,True,False,0.012850519999999999,True
amc12a_2017_p7__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2017_p7,0,True,False,0.02910782,True
amc12a_2017_p7__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2017_p7,0,True,False,0.01206498,True
amc12a_2017_p7__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2017_p7,0,True,False,0.010614499999999999,True
amc12a_2017_p7__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2017_p7,0,True,False,0.01174164,True
amc12a_2020_p13__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12a_2020_p13,0,False,False,0.03665764,False
amc12a_2020_p13__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,amc12a_2020_p13,0,False,False,0.028465960000000002,False
amc12a_2020_p13__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,amc12a_2020_p13,0,False,False,0.027503460000000004,False
amc12b_2002_p11__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.03242298,False
amc12b_2002_p11__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.03737478,False
amc12b_2002_p11__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.03523288,False
amc12b_2002_p11__prover-medium-3bfe5109dc462e8c__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.03467414,False
amc12b_2002_p11__prover-medium-68338b80d7121921__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.03776209999999999,False
amc12b_2002_p11__prover-xhigh-10cc02b07a1c6c29__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.03641478000000001,False
amc12b_2002_p11__prover-xhigh-125d7332ca106585__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.022179519999999994,False
amc12b_2002_p11__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.032776440000000004,False
amc12b_2002_p11__prover-xhigh-26d7cc1993e76d38__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.031010999999999997,False
amc12b_2002_p11__prover-xhigh-2ebdaef5c0d8b7ce__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.02843954,False
amc12b_2002_p11__prover-xhigh-32c2336efd904991__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.03020034,False
amc12b_2002_p11__prover-xhigh-345f1ee0202d55e3__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.03369318,False
amc12b_2002_p11__prover-xhigh-34e051ff5274f9eb__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.025186860000000002,False
amc12b_2002_p11__prover-xhigh-38ac3031ca8083bc__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.024948099999999997,False
amc12b_2002_p11__prover-xhigh-392a7a2230818467__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.03481196,False
amc12b_2002_p11__prover-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.023817559999999998,False
amc12b_2002_p11__prover-xhigh-3e6016d332df5347__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.02400646,False
amc12b_2002_p11__prover-xhigh-4de2b7bf26816e71__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.0255669,False
amc12b_2002_p11__prover-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.024715160000000003,False
amc12b_2002_p11__prover-xhigh-81b8082cec9164b4__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.02449112,False
amc12b_2002_p11__prover-xhigh-8eefc07db15048b1__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.02376856,False
amc12b_2002_p11__prover-xhigh-9771a16dde5dd680__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.0320539,False
amc12b_2002_p11__prover-xhigh-b439ff17e44fdd2f__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.023267419999999997,False
amc12b_2002_p11__prover-xhigh-c42d9ea2fa1215e2__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.02533632,False
amc12b_2002_p11__prover-xhigh-c58062708d40c581__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.027032019999999993,False
amc12b_2002_p11__prover-xhigh-eded856fb989c1f6__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.02545202,False
amc12b_2002_p11__prover-xhigh-f05fbcb501c34473__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.025046779999999998,False
amc12b_2002_p11__prover-xhigh-f6dd4886ff6a140b__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.022425060000000004,False
amc12b_2002_p11__prover-xhigh-fa6b32f084145e14__gpt-5.6-luna__seed0,amc12b_2002_p11,0,False,False,0.025976239999999998,False
amc12b_2003_p17__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.0030984399999999996,True
amc12b_2003_p17__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.00465066,True
amc12b_2003_p17__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.01660522,True
amc12b_2003_p17__prover-medium-3bfe5109dc462e8c__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.005983840000000001,True
amc12b_2003_p17__prover-medium-68338b80d7121921__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.00395356,True
amc12b_2003_p17__prover-xhigh-10cc02b07a1c6c29__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.007063999999999999,True
amc12b_2003_p17__prover-xhigh-125d7332ca106585__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.0071061,True
amc12b_2003_p17__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.00697438,True
amc12b_2003_p17__prover-xhigh-26d7cc1993e76d38__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.007626600000000001,True
amc12b_2003_p17__prover-xhigh-2ebdaef5c0d8b7ce__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.0024476999999999997,True
amc12b_2003_p17__prover-xhigh-32c2336efd904991__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.0049479,True
amc12b_2003_p17__prover-xhigh-345f1ee0202d55e3__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.0032126999999999998,True
amc12b_2003_p17__prover-xhigh-34e051ff5274f9eb__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.00788192,True
amc12b_2003_p17__prover-xhigh-38ac3031ca8083bc__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.0027027600000000002,True
amc12b_2003_p17__prover-xhigh-392a7a2230818467__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.0046717,True
amc12b_2003_p17__prover-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.00332988,True
amc12b_2003_p17__prover-xhigh-3e6016d332df5347__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.008554699999999998,True
amc12b_2003_p17__prover-xhigh-4de2b7bf26816e71__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.006838099999999999,True
amc12b_2003_p17__prover-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.00262478,True
amc12b_2003_p17__prover-xhigh-81b8082cec9164b4__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.008357159999999999,True
amc12b_2003_p17__prover-xhigh-8eefc07db15048b1__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.00570592,True
amc12b_2003_p17__prover-xhigh-9771a16dde5dd680__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.004257519999999999,True
amc12b_2003_p17__prover-xhigh-b439ff17e44fdd2f__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.018176279999999996,True
amc12b_2003_p17__prover-xhigh-c42d9ea2fa1215e2__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.012555680000000001,True
amc12b_2003_p17__prover-xhigh-c58062708d40c581__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.014865920000000001,True
amc12b_2003_p17__prover-xhigh-eded856fb989c1f6__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.0033652400000000002,True
amc12b_2003_p17__prover-xhigh-f05fbcb501c34473__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.0066859,True
amc12b_2003_p17__prover-xhigh-f6dd4886ff6a140b__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.0097193,True
amc12b_2003_p17__prover-xhigh-fa6b32f084145e14__gpt-5.6-luna__seed0,amc12b_2003_p17,0,True,False,0.006555839999999999,True
amc12b_2004_p3__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2004_p3,0,False,False,0.027277019999999996,False
amc12b_2004_p3__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2004_p3,0,False,False,0.04223556,False
amc12b_2004_p3__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2004_p3,0,False,False,0.039440920000000004,False
amc12b_2004_p3__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2004_p3,0,True,False,0.02692762,True
imo_1963_p5__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1963_p5,0,True,False,0.019044719999999998,True
imo_1963_p5__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,imo_1963_p5,0,True,False,0.0288901,True
imo_1963_p5__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,imo_1963_p5,0,True,False,0.03002184,True
imo_1967_p3__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1967_p3,0,False,False,0.0318086,False
imo_1967_p3__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,imo_1967_p3,0,False,False,0.02418322,False
imo_1967_p3__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,imo_1967_p3,0,False,False,0.0241894,False
imo_1968_p5_1__selection-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1968_p5_1,0,False,False,0.03879356,False
imo_1968_p5_1__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,imo_1968_p5_1,0,False,False,0.02782266,False
imo_1968_p5_1__selection-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,imo_1968_p5_1,0,True,False,0.02590236,True
imo_1977_p6__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.040330819999999996,False
imo_1977_p6__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.042558700000000005,False
imo_1977_p6__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.039424959999999995,False
imo_1977_p6__prover-medium-3bfe5109dc462e8c__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.03424136,False
imo_1977_p6__prover-medium-68338b80d7121921__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.03983718,False
imo_1977_p6__prover-xhigh-10cc02b07a1c6c29__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.026703299999999996,False
imo_1977_p6__prover-xhigh-125d7332ca106585__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.030671939999999998,False
imo_1977_p6__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.036137800000000005,False
imo_1977_p6__prover-xhigh-26d7cc1993e76d38__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.02566878,False
imo_1977_p6__prover-xhigh-2ebdaef5c0d8b7ce__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.04000378,False
imo_1977_p6__prover-xhigh-32c2336efd904991__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.03271192,False
imo_1977_p6__prover-xhigh-345f1ee0202d55e3__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.025390000000000003,False
imo_1977_p6__prover-xhigh-34e051ff5274f9eb__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.026930440000000003,False
imo_1977_p6__prover-xhigh-38ac3031ca8083bc__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.02538824,False
imo_1977_p6__prover-xhigh-392a7a2230818467__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.026576699999999995,False
imo_1977_p6__prover-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.0257421,False
imo_1977_p6__prover-xhigh-3e6016d332df5347__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.03724995999999999,False
imo_1977_p6__prover-xhigh-4de2b7bf26816e71__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.035139119999999996,False
imo_1977_p6__prover-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.024370779999999998,False
imo_1977_p6__prover-xhigh-81b8082cec9164b4__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.042523420000000006,False
imo_1977_p6__prover-xhigh-8eefc07db15048b1__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.03751166,False
imo_1977_p6__prover-xhigh-9771a16dde5dd680__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.039186259999999994,False
imo_1977_p6__prover-xhigh-b439ff17e44fdd2f__gpt-5.6-luna__seed0,imo_1977_p6,0,True,False,0.04024964,True
imo_1977_p6__prover-xhigh-c42d9ea2fa1215e2__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.0343947,False
imo_1977_p6__prover-xhigh-c58062708d40c581__gpt-5.6-luna__seed0,imo_1977_p6,0,True,False,0.03132818,True
imo_1977_p6__prover-xhigh-eded856fb989c1f6__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.03344948,False
imo_1977_p6__prover-xhigh-f05fbcb501c34473__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.02934506,False
imo_1977_p6__prover-xhigh-f6dd4886ff6a140b__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.0299944,False
imo_1977_p6__prover-xhigh-fa6b32f084145e14__gpt-5.6-luna__seed0,imo_1977_p6,0,False,False,0.03772232,False
imo_1983_p6__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.02113076,True
imo_1983_p6__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.01737388,True
imo_1983_p6__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.024007199999999996,True
imo_1983_p6__prover-medium-3bfe5109dc462e8c__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.030128420000000003,True
imo_1983_p6__prover-medium-68338b80d7121921__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.0376856,False
imo_1983_p6__prover-xhigh-10cc02b07a1c6c29__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.03549848,False
imo_1983_p6__prover-xhigh-125d7332ca106585__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.0356918,False
imo_1983_p6__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.033357859999999996,False
imo_1983_p6__prover-xhigh-26d7cc1993e76d38__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.03156938,False
imo_1983_p6__prover-xhigh-2ebdaef5c0d8b7ce__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.03005882,False
imo_1983_p6__prover-xhigh-32c2336efd904991__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.027620560000000002,False
imo_1983_p6__prover-xhigh-345f1ee0202d55e3__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.0321267,False
imo_1983_p6__prover-xhigh-34e051ff5274f9eb__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.031679860000000004,False
imo_1983_p6__prover-xhigh-38ac3031ca8083bc__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.0275192,True
imo_1983_p6__prover-xhigh-392a7a2230818467__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.0184668,True
imo_1983_p6__prover-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.01864424,True
imo_1983_p6__prover-xhigh-3e6016d332df5347__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.03662336,True
imo_1983_p6__prover-xhigh-4de2b7bf26816e71__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.0241992,True
imo_1983_p6__prover-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.02675192,True
imo_1983_p6__prover-xhigh-81b8082cec9164b4__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.02374686,True
imo_1983_p6__prover-xhigh-8eefc07db15048b1__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.040861339999999996,True
imo_1983_p6__prover-xhigh-9771a16dde5dd680__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.02862494,True
imo_1983_p6__prover-xhigh-b439ff17e44fdd2f__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.016693180000000002,True
imo_1983_p6__prover-xhigh-c42d9ea2fa1215e2__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.026288459999999996,False
imo_1983_p6__prover-xhigh-c58062708d40c581__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.03007364,True
imo_1983_p6__prover-xhigh-eded856fb989c1f6__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.023369159999999996,True
imo_1983_p6__prover-xhigh-f05fbcb501c34473__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.024676739999999996,True
imo_1983_p6__prover-xhigh-f6dd4886ff6a140b__gpt-5.6-luna__seed0,imo_1983_p6,0,True,False,0.02758916,True
imo_1983_p6__prover-xhigh-fa6b32f084145e14__gpt-5.6-luna__seed0,imo_1983_p6,0,False,False,0.0303232,False
induction_pord1p1on2powklt5on2__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,induction_pord1p1on2powklt5on2,0,False,False,0.026656120000000002,False
induction_pord1p1on2powklt5on2__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,induction_pord1p1on2powklt5on2,0,False,False,0.04356026,False
induction_pord1p1on2powklt5on2__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,induction_pord1p1on2powklt5on2,0,True,False,0.0418447,True
induction_pord1p1on2powklt5on2__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,induction_pord1p1on2powklt5on2,0,False,False,0.031034939999999994,False
mathd_algebra_185__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.0291221,False
mathd_algebra_185__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.036173239999999995,False
mathd_algebra_185__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.03593192,False
mathd_algebra_185__prover-medium-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.03309178,False
mathd_algebra_185__prover-medium-68338b80d7121921__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.03572694,False
mathd_algebra_185__prover-xhigh-10cc02b07a1c6c29__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.0251377,False
mathd_algebra_185__prover-xhigh-125d7332ca106585__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02575394,False
mathd_algebra_185__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02710394,False
mathd_algebra_185__prover-xhigh-26d7cc1993e76d38__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02604402,False
mathd_algebra_185__prover-xhigh-2ebdaef5c0d8b7ce__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.0241403,False
mathd_algebra_185__prover-xhigh-32c2336efd904991__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02578034,False
mathd_algebra_185__prover-xhigh-345f1ee0202d55e3__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.031668,False
mathd_algebra_185__prover-xhigh-34e051ff5274f9eb__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.025099919999999998,False
mathd_algebra_185__prover-xhigh-38ac3031ca8083bc__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02591382,False
mathd_algebra_185__prover-xhigh-392a7a2230818467__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.025710359999999998,False
mathd_algebra_185__prover-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.023894399999999996,False
mathd_algebra_185__prover-xhigh-3e6016d332df5347__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02530666,False
mathd_algebra_185__prover-xhigh-4de2b7bf26816e71__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02502006,False
mathd_algebra_185__prover-xhigh-68338b80d7121921__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.0241805,False
mathd_algebra_185__prover-xhigh-81b8082cec9164b4__gpt-5.6-luna__seed0,mathd_algebra_185,0,False,False,0.02670965999999999,False
