file,file_sha256,book_sha256,id,section,content,helpful,harmful,observed_prompt_cells,observed_prompt_requests,limitation
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00015,tactics,"For inductive goals of the form `forall n, exists k, P n = d * k` where the successor expansion adds a polynomial multiple of `d`, destruct the induction hypothesis, choose the witness obtained by adding the corresponding quotient term, then use `simpl in *; nia` to verify the successor equality.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00016,lemmas,"For natural-power successor steps, use `Nat.pow_add_r a b c`, which rewrites `a ^ (b + c)` as `a ^ b * a ^ c`; in this setting it exposes the factor `2^2 = 4` needed for `nia`.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00017,pitfalls,"When the constructed nat witness contains truncated subtraction such as `4 * k - 1`, destruct the induction quotient first: the `k = 0` case is usually contradictory from the induction equality, while the successor case makes the subtraction well behaved and lets `nia` finish.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00018,pitfalls,"Avoid `simpl in *` when hypotheses contain powers such as `10 ^ n`: it may unfold them into large repeated sums and make `nia` fail; preserve powers, prove a separate successor identity with `Nat.pow_add_r`, and use an explicit arithmetic assertion.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00019,lemmas,"`Nat.pow_lower_bound a b` proves `1 <= a ^ b` from `a <> 0`; for natural-number subtraction in an arithmetic divisibility step, assert this lower bound (discharging a concrete nonzero base with `discriminate`) so `nia` can reason about the truncated subtraction.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00020,lemmas,"In a minimal Nat environment, the successor-power identity is `PeanoNat.Nat.pow_succ_r' : a ^ S b = a * a ^ b`; use this namespaced lemma rather than searching for unavailable `Nat.pow_succ_r` or `Nat.pow_add_r`.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00021,tactics,"For nat induction conclusions containing truncated subtraction `2 ^ (n + 1) - (n + 2)`, first prove an auxiliary bound `forall m, m + 2 <= 2 ^ (m + 1)` by induction, rewriting the successor power with `PeanoNat.Nat.pow_succ_r'`; specialize the bound in the main step and let `nia` finish.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00022,lemmas,"For factorial successor steps in this environment, rewrite `fact (S n)` with `Rfunctions.fact_simpl`; common names such as `fact_succ` and `Nat.factorial_succ` are unavailable.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00023,pitfalls,"In minimal Nat environments, use the namespaced transitivity lemma `Nat.le_trans` rather than unqualified `le_trans`, which may not be in scope.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00024,tactics,"For closed integer arithmetic goals involving concrete powers and `mod`, try `vm_compute`; if it leaves a definitional equality, finish with `reflexivity`.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00025,lemmas,"`Nat.mod_divides a b` has type `b <> 0 -> (a mod b = 0 <-> exists c, a = b * c)`; provide the nonzero-modulus premise explicitly and use `proj1` or `proj2` rather than relying on unsupported `.1`/`.2` notation.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00026,pitfalls,"When proving an auxiliary bound by induction, assert it as `forall k, ...` and introduce `k` inside the assertion; otherwise induction may retain surrounding hypotheses and produce an induction hypothesis requiring those hypotheses as extra arguments.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00027,tactics,"For a Nat residue-cycle induction, rewrite successor powers with `Nat.pow_succ_r'`, distribute modulo with `Nat.mul_mod`, rewrite the induction hypothesis, then destruct the bounded residue `m mod d` and close each concrete branch with `simpl`/`reflexivity` (using `Nat.mod_small` when simplification leaves a nontrivial small modulo).",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00028,lemmas,"For a divisibility hypothesis unfolded as Hq : x = q * d, rewrite Hq and apply Nat.mod_mul directly to prove x mod d = 0; do not commute q * d to d * q, since Nat.mod_mul matches the quotient factor followed by the modulus.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_noreflect.yaml,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,84bf574de33c1a44d2d6a1a11885f41daea7ab47f4a2c2789c5dff17bb291e09,rocq-00029,tactics,"For bounded `nat` digit-style goals with hypotheses containing arithmetic equalities and products such as `a * b`, introduce the hypotheses and try `nia` directly; it can combine the bounds and equations to derive the target without manually rearranging the product.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00001,pitfalls,"When applying Rle_0_sqr to prove a real square is nonnegative, state the fact as 0 <= Rsqr t rather than 0 <= t ^ 2; unfold Rsqr before calling nra so the square becomes a polynomial expression.",4,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00002,pitfalls,Do not rely on the generic `positivity` tactic for real-square nonnegativity when it is not in scope; use `Rle_0_sqr` on an assertion of the form `0 <= Rsqr t` instead.,0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00003,pitfalls,"When applying `sqrt_def` to rewrite `sqrt a * sqrt a`, first prove `0 <= a` and prefer `exact (sqrt_def a ha)` so the generated nonnegativity side goal is discharged explicitly.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00004,tactics,"For real identities involving `1 / d`, prove both `0 < d` and `d <> 0` separately, then use `field_simplify_eq; nra`; bare `field` may not close the resulting inverse assertion.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00005,pitfalls,"When the proof body is inserted after theorem binders have already been introduced, do not `intros` those variables again, since this causes name-collision errors.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00006,tactics,"For linear equalities over `C`, assert an algebraic rearrangement, discharge it with `ring`, rewrite the original hypotheses into the assertion, and finish numeral normalization with `ring`; use `{ ... }` when the assertion proof needs multiple tactics.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00007,tactics,"For a closed real expression under `Rabs`, first assert its exact numeral value and prove the assertion with `field`, rewrite the goal, then apply `Rabs_right` (or `Rabs_pos_eq`) and discharge the resulting nonnegativity side condition with `lra`.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00008,pitfalls,"Do not assume `norm_num` is available for closed real arithmetic when only `Reals` is imported; use an explicit equality proved by `field` instead, especially before simplifying `Rabs`.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00009,lemmas,"For an integer modulus classification, use `Z.mod_pos_bound` to establish `0 <= a mod n < n`, then use `lia` to derive the finite disjunction of possible residues; do not guess `omega` when it is not imported.",1,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00010,lemmas,"To replace a modular power by the power of the residue, apply `Z.mod_pow_l` after `symmetry`, yielding a goal involving `(a mod n)^k mod n` that can be rewritten using the residue case.",1,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00011,pitfalls,"After rewriting a modular square to a concrete residue, select the disjunct matching its value before `reflexivity`: residue `0` gives `0^2 mod 3 = 0` and requires `left`, while residues `1` and `2` give value `1` and require `right`.",0,1,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00012,lemmas,"For `Nat.divide x y`, unfold or inspect the definition when unsure: the goal is `exists z, y = z * x`; provide the witness explicitly and finish the resulting natural-number equality with `simpl; ring` when appropriate.",3,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00013,pitfalls,"Do not guess specialized introduction lemmas such as `Nat.divide_intro`; if a library lemma is uncertain, inspect the definition first, then destruct the natural-number cases and construct the existential witness directly.",4,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00014,pitfalls,"For integer square case splits modulo 4, residues 0 and 2 yield square residue 0 while residues 1 and 3 yield square residue 1; after rewriting and `vm_compute`, use `vm_compute; reflexivity` because computation may leave a reflexive equality unfinished.",1,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00015,tactics,"For inductive polynomial identities over `nat`, rewrite `S n` as `n + 1` with `replace ... by lia`, unfold powers in both the induction hypothesis and goal using `cbn [Nat.pow]`, then apply `nia`; provide the explicit existential witness before this normalization.",4,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
experiments/playbooks/ace_v1.yaml,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,30ffc40f13cb93490c2897618b107e89e8caf33241b0dde80c69b9ac8fa1e2f4,rocq-00016,pitfalls,"In nat divisibility proofs involving powers, do not construct witnesses with expressions such as `4*k - 1`, since truncated subtraction is not algebraically reliable; destruct the coefficient into `0` or `S k` and provide an explicit successor witness such as `S (S (S (4*k)))`, then normalize with `simpl in Hk |- *; nia`.",0,0,0,0,Exact default-render matches only; alternate rendering/citation wrappers can undercount. Exposure does not establish use or correctness.
