campaign,partition,arm,cells,unique_cells,expected_for_observed_replicates,complete_observed_replicates,solved,raw_completed_solves,solved_at_original_price_budget,original_price_budgets,cost,failed,censored,unknown_charge,cache_only_costs,models,book_versions,note
ace_capacity_20260912,train,THEOREM__C-level1__gpt-5.6-terra,4,4,40,False,0,2,2,"[""2.0""]",3.5299707999999996,0,0,0,4,gpt-5.6-terra,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,train,THEOREM__C-level2__gpt-5.6-luna,4,4,40,False,0,0,0,"[""0.2""]",0.45131473999999994,0,0,0,4,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,train,THEOREM__C-level2__gpt-5.6-terra,2,2,40,False,0,0,0,"[""2.0""]",2.2337115999999995,0,0,0,2,gpt-5.6-terra,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,train,THEOREM__D-level0__gpt-5.6-luna,8,8,40,False,3,3,3,"[""0.1""]",0.19745878,0,0,0,8,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,train,THEOREM__D-level0__gpt-5.6-terra,8,8,40,False,3,6,6,"[""1.0""]",1.5621855999999998,0,0,0,8,gpt-5.6-terra,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,train,THEOREM__E-level0__gpt-5.6-luna,8,8,40,False,3,3,3,"[""0.1""]",0.20909412,0,0,0,8,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,train,THEOREM__E-level0__gpt-5.6-terra,8,8,40,False,3,3,3,"[""1.0""]",1.9702925999999998,0,0,0,8,gpt-5.6-terra,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,train,THEOREM__E-level1__gpt-5.6-luna,4,4,40,False,0,0,0,"[""0.2""]",0.45982881999999997,0,0,0,4,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,train,THEOREM__E-level1__gpt-5.6-terra,5,5,40,False,0,4,4,"[""2.0""]",3.8110861999999996,0,0,0,5,gpt-5.6-terra,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,train,THEOREM__E-level2__gpt-5.6-luna,4,4,40,False,0,0,0,"[""0.2""]",0.48096753999999997,0,0,0,4,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,train,THEOREM__E-level2__gpt-5.6-terra,1,1,40,False,0,0,0,"[""2.0""]",1.2341089999999997,0,0,0,1,gpt-5.6-terra,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,validation,THEOREM__cross-level0__gpt-5.6-luna,32,32,40,False,21,21,21,"[""0.1""]",0.54022046,0,0,0,32,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_capacity_20260912,validation,THEOREM__cross-level0__gpt-5.6-terra,32,32,40,False,18,25,25,"[""1.0""]",4.812836,0,0,0,32,gpt-5.6-terra,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_contenders_20260910,train,THEOREM__training-reflector-medium__gpt-5.6-luna,40,40,40,True,26,26,26,"[""0.1""]",0.69352128,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_contenders_20260910,train,THEOREM__training-reflector-xhigh__gpt-5.6-luna,40,40,40,True,27,27,27,"[""0.1""]",0.58169766,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_contenders_20260910,validation,THEOREM__validation-reflector-medium__gpt-5.6-luna,40,40,40,True,19,19,19,"[""0.1""]",0.7403246,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_contenders_20260910,validation,THEOREM__validation-reflector-xhigh__gpt-5.6-luna,40,40,40,True,24,24,24,"[""0.1""]",0.58601302,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_control_cycle_training,train,THEOREM__trained-r64__gpt-5.6-luna,40,40,40,True,30,30,30,"[""0.1""]",1.03752262,0,0,0,40,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_control_cycle_tuning,train,THEOREM__tuning-r64__gpt-5.6-luna,40,40,40,True,29,29,29,"[""0.1""]",0.7088492,0,0,0,40,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_control_cycle_validation,validation,THEOREM__validation-r64__gpt-5.6-luna,40,40,40,True,28,28,28,"[""0.1""]",1.0252881,0,0,0,40,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_20260916,validation,validation__ace__THEOREM,80,80,80,True,46,46,46,"[""0.1""]",1.47425484,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_20260916,validation,validation__agentic__THEOREM,80,80,80,True,47,47,47,"[""0.1""]",1.49621158,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_20260916,validation,validation__budget__THEOREM,80,80,80,True,52,53,53,"[""0.2""]",3.1613228799999997,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_20260916,validation,validation__session__THEOREM,80,80,80,True,50,50,50,"[""0.1""]",1.50046594,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_20260916,validation,validation__views__THEOREM,80,80,80,True,49,49,49,"[""0.1""]",1.49976434,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_budget_20260916,validation,validation__agentic__THEOREM,80,80,80,True,51,53,53,"[""0.2""]",3.1721756,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,train,train__ace__THEOREM,4,4,40,False,1,1,1,"[""0.1""]",0.11005236,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,train,train__ace_compact__THEOREM,4,4,40,False,2,2,2,"[""0.1""]",0.10076801999999999,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,train,train__ace_reset__THEOREM,4,4,40,False,2,2,2,"[""0.1""]",0.11798847999999999,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,train,train__agentic__THEOREM,4,4,40,False,1,1,1,"[""0.1""]",0.1236253,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,train,train__agentic_compact__THEOREM,4,4,40,False,1,1,1,"[""0.1""]",0.12174318,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,train,train__agentic_reset__THEOREM,4,4,40,False,1,1,1,"[""0.1""]",0.13017251999999999,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,validation,validation__ace__THEOREM,80,80,80,True,45,45,45,"[""0.1""]",1.4789307,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,validation,validation__ace_compact__THEOREM,80,80,80,True,47,47,47,"[""0.1""]",1.54775862,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,validation,validation__ace_reset__THEOREM,79,79,80,False,52,52,52,"[""0.1""]",1.6253685599999999,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,validation,validation__ace_reset_compact__THEOREM,80,80,80,True,46,46,46,"[""0.1""]",1.65970478,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,validation,validation__agentic__THEOREM,80,80,80,True,48,48,48,"[""0.1""]",1.5337376999999999,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,validation,validation__agentic_compact__THEOREM,80,80,80,True,46,46,46,"[""0.1""]",1.55000506,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,validation,validation__agentic_reset__THEOREM,80,80,80,True,52,52,52,"[""0.1""]",1.59909032,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_refinement_20260916,validation,validation__agentic_reset_compact__THEOREM,80,80,80,True,46,46,46,"[""0.1""]",1.7960094,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_economy_session_20260916,validation,validation__agentic_session__THEOREM,80,80,80,True,50,50,50,"[""0.1""]",1.67739662,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_learning_20260914,train,training__B__proof__THEOREM,40,40,40,True,30,30,30,"[""0.1""]",0.65546142,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_learning_20260914,validation,validation__B__proof__THEOREM,80,80,80,True,47,47,47,"[""0.1""]",1.43022386,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_mechanisms_20260910,train,THEOREM__training-C__gpt-5.6-luna,40,40,40,True,21,21,21,"[""0.1""]",0.56075226,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_mechanisms_20260910,train,THEOREM__training-E__gpt-5.6-luna,24,24,40,False,18,18,18,"[""0.1""]",0.34251578,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_mechanisms_20260910,train,THEOREM__training-R__gpt-5.6-luna,40,40,40,True,15,15,15,"[""0.1""]",0.58072264,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_mechanisms_20260910,train,THEOREM__training-S__gpt-5.6-luna,40,40,40,True,22,22,22,"[""0.1""]",0.45933386,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_mechanisms_20260910,validation,THEOREM__validation-E__gpt-5.6-luna,80,80,80,True,43,43,43,"[""0.1""]",1.3606317399999999,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-high-1e4aec7dbbe80e7a__gpt-5.6-luna,16,16,40,False,10,10,10,"[""0.1""]",0.27330356,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-low-1e4aec7dbbe80e7a__gpt-5.6-luna,16,16,40,False,9,9,9,"[""0.1""]",0.32124262,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna,16,16,40,False,11,11,11,"[""0.1""]",0.31725974,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-medium-3bfe5109dc462e8c__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.14583,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-medium-68338b80d7121921__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.15867856,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-10cc02b07a1c6c29__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.13722072,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-125d7332ca106585__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.12626453999999998,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-1e4aec7dbbe80e7a__gpt-5.6-luna,16,16,40,False,11,11,11,"[""0.1""]",0.26651938,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-26d7cc1993e76d38__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.12682976,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-2ebdaef5c0d8b7ce__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.13027522,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-32c2336efd904991__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.12973901999999998,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-345f1ee0202d55e3__gpt-5.6-luna,8,8,40,False,3,3,3,"[""0.1""]",0.15559942,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-34e051ff5274f9eb__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.12137716,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-38ac3031ca8083bc__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.14166734,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-392a7a2230818467__gpt-5.6-luna,8,8,40,False,5,5,5,"[""0.1""]",0.11390232,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-3bfe5109dc462e8c__gpt-5.6-luna,8,8,40,False,5,5,5,"[""0.1""]",0.09929531999999999,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-3e6016d332df5347__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.1584316,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-4de2b7bf26816e71__gpt-5.6-luna,8,8,40,False,5,5,5,"[""0.1""]",0.12059246,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-68338b80d7121921__gpt-5.6-luna,8,8,40,False,5,5,5,"[""0.1""]",0.10704688,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-81b8082cec9164b4__gpt-5.6-luna,8,8,40,False,5,5,5,"[""0.1""]",0.12961324,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-8eefc07db15048b1__gpt-5.6-luna,8,8,40,False,5,5,5,"[""0.1""]",0.13787646,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-9771a16dde5dd680__gpt-5.6-luna,8,8,40,False,5,5,5,"[""0.1""]",0.13378936,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-b439ff17e44fdd2f__gpt-5.6-luna,8,8,40,False,5,5,5,"[""0.1""]",0.15581624,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-c42d9ea2fa1215e2__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.13624402,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-c58062708d40c581__gpt-5.6-luna,8,8,40,False,5,5,5,"[""0.1""]",0.1657384,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-eded856fb989c1f6__gpt-5.6-luna,8,8,40,False,5,5,5,"[""0.1""]",0.12315614,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
ace_models_20260910,train,THEOREM__prover-xhigh-f05fbcb501c34473__gpt-5.6-luna,8,8,40,False,4,4,4,"[""0.1""]",0.1473413,0,0,0,0,gpt-5.6-luna,1,Descriptive census; consult explicit expected_panels.json for unobserved replicates/configs. $0.10 qualification applied uniformly.
